      #Soft_ZPE      #Soft_ZPE      #Soft_ZPE
   #Erot(W)cm-1             #J    #Speed(m/s)
         107.30              1         429.38
          61.54              1         397.47
         290.96              4         543.39
         416.87              4         238.86
         194.42              4         389.22
         309.69              5         502.28
          71.82              2         502.90
         301.44              4         273.65
         126.27              3         312.17
          65.28              2         537.09
         275.28              5         297.12
          92.57              2         387.17
          99.57              2         292.52
          86.80              2         399.59
          52.24              2         354.23
          94.22              2         551.34
         275.02              4         473.30
         507.86              6         213.92
         215.22              3         540.56
         310.03              4         254.56
         387.62              5         134.39
          14.84              0         352.47
          41.80              2         309.18
         319.57              5         368.70
         161.07              3         362.37
         205.58              3         249.18
          26.71              1         220.91
         263.44              4         174.58
          46.16              1         242.24
         145.54              3         487.76
         293.97              4         159.93
         150.59              2         453.91
         157.24              3         465.28
         141.94              2         369.82
          99.88              2         295.97
          41.79              1         283.62
         532.26              4         175.83
         105.73              2         598.41
         275.29              3         530.43
         185.43              3         490.43
         170.26              3         269.07
         525.89              7         284.22
         150.12              3         462.92
           5.72              0         392.85
          33.13              1         517.89
         159.33              3         267.53
          46.45              1         539.40
         338.84              5         411.66
         311.92              5         302.48
         395.49              4         418.26
         139.99              3         274.29
         188.31              4         307.00
         378.77              4         305.21
         121.24              3         609.77
         102.61              3         142.15
         173.38              3         576.99
          45.16              1         684.84
         129.67              2         219.19
         198.06              3         517.46
         110.34              2         643.08
         473.36              5         403.61
         150.75              2         414.75
         256.98              3         268.87
          83.49              2         426.24
          95.95              3         430.70
         266.06              3         456.02
          55.49              2         374.09
         198.66              4         345.73
          84.51              1         365.73
          65.22              2         285.82
         167.27              3         395.77
         184.12              3         421.15
         276.20              5         189.95
         162.83              2         495.28
         255.01              4         380.42
         318.87              4         275.70
         213.28              4         417.88
         192.93              3         626.12
          22.62              1         380.30
         328.54              5         223.95
         535.01              8         195.69
         254.96              3         189.66
         117.92              2         525.95
         190.27              3         631.04
          14.35              1         574.41
         288.32              4         368.13
         195.94              3         433.12
          55.55              1         416.99
         111.15              2         515.00
          40.97              1         386.65
          36.85              1         392.48
          17.11              0         555.35
         442.65              6         353.39
         121.33              3         369.44
         300.99              5         554.76
         190.95              4         428.30
          38.46              1         468.74
         227.02              4         606.16
          93.38              2         369.65
         482.72              7         291.99
          16.71              1         561.24
         233.45              3         415.09
         223.11              4         571.29
          36.71              1         547.38
          59.19              2         509.88
          85.93              2         297.21
         132.05              3         547.59
         255.68              3         356.24
         330.64              5         324.81
         310.65              4         316.98
         104.31              3         461.46
         155.49              3         440.11
          62.30              2         469.44
         151.41              3         172.78
         157.68              2         362.03
         184.68              4         258.31
         128.35              2         502.75
          14.63              1         594.30
         157.73              2         115.31
          66.07              2         444.33
         130.12              3         301.95
         141.31              2         269.61
         142.96              3         521.52
         131.54              3         268.24
         188.43              3         382.53
          66.33              2         625.89
         111.41              3         485.32
         138.01              3          77.18
          57.87              2         464.70
         272.60              5         290.04
         151.53              3         454.99
         352.36              5         131.27
         212.82              3         228.79
         143.47              3         265.69
          59.39              1         548.79
         107.25              2         249.10
         256.29              3         351.37
         122.56              3         595.12
          15.19              1         327.62
          54.96              2         726.44
         410.09              5         221.19
         471.88              6         318.87
         100.29              2         440.33
         133.97              2         422.28
         161.80              4         388.85
         265.64              4         470.75
         135.81              2         567.43
         181.36              3         560.16
         219.25              4         258.78
         103.92              2         552.14
         424.30              4         129.81
          49.20              2         566.12
         375.17              5         188.94
         340.93              4         268.08
         288.34              3         208.99
         192.51              3         473.06
         234.31              4         562.21
         157.14              3         146.73
         350.26              5         385.80
         297.88              5         558.55
          73.56              2         231.75
         243.31              4         137.53
         105.91              2         114.18
          71.12              2         452.49
         413.61              4         243.33
         151.40              3         614.98
         122.51              3         210.66
         194.25              4         299.80
         110.45              2         585.30
         103.16              3         137.83
         259.34              4         461.86
         105.40              3         305.50
         122.18              2         430.39
         500.37              5         313.47
          94.29              3         451.51
         171.22              2         196.74
         444.00              6         109.43
         254.90              4         363.78
         219.47              4         372.85
         157.33              3         491.74
         366.02              4         137.11
          23.18              1         304.90
          75.30              2         305.46
         152.55              2         343.71
          74.64              1         464.10
         436.23              4         396.78
         432.04              4         265.91
          46.84              1         521.55
         211.69              3         534.19
          89.81              3         253.19
         187.22              4         501.08
         310.86              5         272.76
         190.05              4         212.93
         226.81              4         388.95
          26.06              1         282.43
          50.50              1         606.91
          15.46              1         661.91
         389.02              5         357.94
         377.79              6         201.60
          50.11              2         389.73
          68.68              2         462.71
         292.30              4         463.66
         130.21              2         238.01
          63.84              2         483.09
         341.94              5         420.08
         221.75              3         218.38
         151.36              3         306.63
         240.95              3         497.51
         104.92              2         252.14
         310.14              3         262.22
         357.36              5         318.68
         142.89              3         606.48
         361.68              5         302.11
          50.97              2         225.64
          97.66              2         640.54
         155.71              2         464.10
         498.14              5         104.96
          45.94              1         284.93
         183.81              3         199.03
         110.14              1         425.24
         101.10              2         526.04
         120.50              2         210.40
         361.47              3         518.91
           8.92              1         325.88
         107.83              2         331.42
         229.43              4         461.51
         181.11              3         254.70
         162.58              3         411.07
          77.07              2         448.04
         365.68              3         469.48
         405.43              5         286.61
         230.10              2         356.51
          67.78              1         454.47
         100.46              2         162.06
         200.91              3         582.55
         193.21              3         630.06
          73.02              1         226.68
         110.70              3         269.25
         279.73              4         498.91
         109.25              2         631.43
          45.35              1         573.45
         273.32              4         275.66
         376.83              3         293.97
         166.37              4         593.94
         319.97              5         397.20
         144.59              3         555.29
         299.99              4         412.54
         211.32              4         354.78
         238.76              4         176.05
          59.67              1         455.51
         190.54              3         506.58
          43.36              2         601.79
           2.84              0         611.03
         107.53              2         506.22
         185.85              4         300.51
           9.48              0         320.47
         130.77              3         401.07
         226.88              4         218.79
         310.20              4         389.43
         233.67              3         573.68
          49.87              2         362.59
          36.73              1         618.29
         127.67              2         665.32
         194.80              4         541.56
          21.94              1         730.78
         292.56              4         231.38
         422.39              6         229.66
         428.73              6         193.31
         253.51              4         275.41
          22.57              1         347.00
         117.90              3         371.38
          98.22              2         490.98
         187.00              3         373.26
         204.59              4         319.79
         144.38              3         242.47
         238.78              4         525.37
         244.81              4         250.83
         343.63              5         430.14
         192.55              3         327.31
          54.59              2         446.48
          97.78              2         436.94
         223.86              3         521.39
         193.63              3         453.33
         126.34              3         212.24
         335.07              4         252.84
         303.17              5         241.68
         180.65              3         523.29
          50.26              1         262.39
         101.51              1         376.30
          86.40              2         172.88
         446.02              6         291.29
         193.87              2         327.67
         168.81              4         337.41
         267.52              4         270.15
         418.54              4          61.53
         243.93              5         391.95
          54.92              1         605.54
           1.01              0          95.91
         145.33              3         583.25
         235.96              4         472.32
         215.53              2         575.74
          66.18              2         439.06
         212.87              4         292.16
         255.01              4         365.53
          47.64              1         556.07
         306.65              5         281.90
         163.89              3         582.39
         236.73              3         483.11
         103.22              2         299.01
         385.84              5         261.74
         301.39              4         512.27
          76.03              2         469.75
         319.16              4         397.23
         373.54              5         333.78
          78.66              1         566.01
         123.62              3         517.12
          24.10              1         217.92
         189.92              3         486.57
         174.07              3         302.75
          78.34              2         353.83
         212.38              2         155.81
          46.36              1         426.81
         149.58              3         345.95
         199.68              4         412.10
         282.53              4         277.79
         161.43              2         364.61
         216.61              4         373.62
         256.68              4         529.73
          62.14              2         565.14
         359.60              5         472.46
          95.73              2         372.11
         137.86              3         349.79
           6.39              0         319.51
         220.99              4         411.32
          65.29              2         439.67
         288.51              5         496.48
          57.63              2         320.49
         107.75              3         446.23
         150.57              2         364.59
         397.36              5         458.19
         237.25              3         340.64
          57.43              1         467.94
         254.48              4         382.67
          97.60              2         205.82
          28.91              1         577.85
         276.22              4         389.18
         334.64              5         340.10
         295.82              6         394.67
          75.45              3         432.90
         216.50              3         218.66
         416.35              6         299.51
          63.27              2         167.56
          24.43              1         721.67
         381.42              6         300.82
          21.18              1         271.20
          59.33              1         512.52
         436.29              5         276.27
          68.29              1         160.41
         125.75              2         406.14
          28.48              1         388.94
         148.50              3         217.47
         113.87              3         309.95
         241.80              3         302.87
         403.87              6         230.85
         471.60              6         343.11
         396.36              5         389.77
         303.51              4         273.95
         286.65              4         336.87
          12.06              1         319.98
         237.37              4         508.39
          99.01              2         330.38
         101.53              2         350.54
         353.66              4         342.92
         140.13              3         515.90
         105.03              3         214.41
          87.76              3         324.53
          57.75              1         703.03
         149.53              4         466.68
         202.64              4         422.61
         129.97              3         462.94
         165.40              3         351.12
         195.59              3         323.38
         172.42              3         350.04
          76.44              2         411.52
         386.58              4         383.68
         315.61              5         481.35
         167.76              3         246.42
         123.01              3         593.50
         456.90              5         157.31
         137.68              3         375.38
          49.47              2         684.88
         250.60              4         250.93
         494.99              5         303.22
         469.62              4         172.09
         229.74              4         441.40
         112.05              2         487.45
         175.39              2         410.04
         185.61              2         340.62
         184.68              3         457.52
         150.11              3         631.44
         448.75              6         178.97
         107.09              2         415.54
          74.21              1         521.29
         214.74              3         363.10
          11.18              1         428.45
         217.71              4         288.89
         248.90              4         490.11
         215.80              4         429.01
         134.84              3         407.59
          70.16              2         326.24
         174.04              3         368.95
         384.71              5         343.17
          38.84              1         401.73
         170.33              4         485.12
         186.37              4         217.42
          43.18              1         343.06
         143.67              2         230.12
         273.51              4         514.02
         215.08              3         509.36
         150.59              3         443.68
          98.94              2         465.52
         337.72              5         443.95
         112.08              2         296.99
         434.38              6         448.10
         191.89              3         381.45
          36.95              1         114.83
         146.77              3         560.44
         362.58              5         368.90
          34.96              1         620.43
         251.39              5         367.45
         259.86              5         453.80
         160.42              3         423.67
         286.29              5         460.65
          62.46              2         647.90
         370.16              5         391.48
         275.34              4         348.23
         276.65              5         279.96
         331.49              5         424.87
         136.37              3         357.95
         196.85              2         402.27
         236.28              4         268.47
         175.41              4         654.72
         103.25              2         270.25
         118.65              2         525.15
         316.73              4         304.96
         120.26              2         488.57
          17.78              1         344.18
         130.33              3         386.45
         275.97              5         288.66
         172.62              3         514.41
         154.42              4         257.53
          38.17              1         573.70
         245.38              4         208.31
         178.18              3         564.37
          42.60              1         305.54
         122.45              2         575.15
         343.02              4         280.27
         154.07              4         502.65
         145.08              3         355.66
          54.58              1         473.05
         433.83              6         190.80
         217.07              4         238.12
         233.86              4         329.66
         170.98              3         199.99
         191.07              4         249.57
         264.89              4         481.59
          46.35              1         636.99
         149.52              3         203.50
         116.14              2         193.86
         224.31              3         263.64
         437.16              5         122.91
          76.97              1         541.50
         102.63              2         540.33
         147.42              3         484.35
         310.21              5         313.92
          82.74              3         350.55
         360.18              4         329.48
         250.01              4         227.21
         403.89              4         172.36
          73.82              2         197.79
          82.21              2         303.51
         125.98              2         416.60
         385.65              6         221.29
          49.70              1         489.14
          66.74              2         305.18
         155.84              3         449.13
         178.64              3         358.11
          43.70              2         207.35
         115.45              2         245.73
          90.40              2         507.79
         379.56              5         383.21
         133.27              3         516.10
          68.99              2         121.76
          90.45              2         709.98
         200.27              3         268.46
         113.51              2         542.15
          33.25              1         384.57
         170.20              2         340.07
          96.07              2         249.74
          60.16              2         355.82
         150.24              3         541.04
         317.03              5         408.36
         497.57              5         243.34
         345.50              5         124.17
         106.57              2         381.58
         296.32              4         475.67
         135.47              3         418.73
          43.86              1         530.84
         411.18              4         273.33
         287.38              4         281.12
         314.28              5         501.83
          24.67              1         256.43
         184.66              4         610.11
         185.41              4         194.36
         157.73              3         614.78
         178.76              4         322.13
          36.02              1          80.81
         134.94              2         441.35
          12.65              1         540.53
         494.06              6         246.17
         456.98              5         296.53
          21.39              1         364.40
         133.58              3         600.79
         271.98              4         306.43
         257.70              3         284.70
         167.01              3         360.19
         204.70              4         188.49
         205.13              3         362.35
          15.56              1         580.68
         156.83              4         585.11
         230.34              4         497.79
          34.17              1         313.76
         275.00              5         349.24
          78.88              2         284.35
         175.26              3         243.93
          53.07              2         473.39
         340.06              5         222.50
         152.38              3         581.11
         194.49              4         530.05
          86.85              2         343.47
          11.61              0         154.07
         166.39              3         541.79
         157.94              4         578.50
         260.35              4         530.01
          19.22              1         497.08
          65.66              2         367.40
         197.43              4         437.84
         145.77              2         453.35
         126.88              3         452.83
          22.63              1         290.97
          75.79              2         291.56
          32.47              1         409.25
         454.11              6         267.16
          86.89              3         584.67
         253.98              3         296.42
         596.33              6         207.73
         285.47              5         307.48
         205.22              3         171.02
         200.17              3         237.83
          46.52              1         521.85
          93.14              2         506.67
          45.61              2         181.62
         361.11              4         278.09
         156.26              2         463.45
         240.76              3         546.87
         226.04              4         229.98
         349.51              4         374.82
         205.85              3         293.38
           7.38              0         316.63
         450.15              5         272.89
         332.38              5         408.63
         110.08              3         560.91
         124.25              2         378.62
         164.54              3         299.25
         274.60              3         289.22
         268.52              4         160.65
         303.53              4         528.47
          78.26              2         373.18
         290.06              4         486.67
         195.25              4         273.30
          45.48              1         147.39
         173.39              3         595.38
         131.31              3         261.10
         225.42              4         453.06
         179.85              3         433.68
          50.24              2         389.61
          35.20              1         325.03
          16.51              0         267.71
         166.36              3         461.96
         455.81              5         369.22
          48.70              1         341.39
         144.57              3         492.98
          30.30              1         438.32
         300.08              4         323.95
         257.34              4         357.94
         143.90              2         332.15
         198.33              3         347.68
          70.29              2         268.16
         210.89              3         424.39
          54.37              2         199.45
          99.83              2         550.05
         437.99              6         326.73
         134.09              2         448.37
         223.45              4         439.65
          41.23              2         338.99
          80.90              2         150.16
         229.12              4         561.60
         385.49              4         490.19
         166.74              3         358.82
         108.15              2         488.31
         366.63              4         362.58
         185.27              3         544.20
          33.93              2         454.59
         419.80              6         103.01
         321.34              4         310.91
         109.60              3         254.05
         226.31              4         438.39
         182.99              4         230.23
         299.24              5         472.46
          50.58              2         545.54
         239.62              5         560.36
         273.77              4         115.74
         106.12              3         510.06
           6.39              0         261.03
         150.16              3         494.30
         352.67              3         183.68
         295.94              4         413.11
          50.87              2         378.26
         135.75              3         234.97
         371.89              5         256.18
         379.01              5         379.09
         202.81              2         452.51
         122.05              2         263.28
         262.25              4         432.39
          62.18              2         604.44
         304.99              4         330.49
         407.69              6         355.17
         123.10              2         354.64
         179.26              3         429.40
         550.31              5         158.37
         170.31              2         629.53
         300.21              4         396.46
          50.02              1         164.17
         360.37              5         356.08
         174.52              3         509.48
          99.03              2         394.19
         184.19              3          54.84
          61.95              1         528.72
          99.81              2         266.85
         144.34              3         348.61
          83.19              3         120.54
         198.35              4         467.70
         278.73              5         403.92
         236.79              4         392.23
         288.86              3         282.29
         230.01              4         419.38
         185.10              3         310.66
          38.75              2         170.67
         338.52              4         343.04
         283.37              3         477.84
         222.26              4         414.25
         337.65              5         444.14
         323.10              5         392.15
          79.78              2         109.14
         383.86              4         176.61
         135.20              3         358.86
         357.94              4         325.66
         173.25              3         302.85
         169.20              2         225.81
         110.37              3         466.06
          82.64              2         230.77
         178.67              3         385.42
         178.67              3         336.53
         260.63              3         490.65
          33.52              1         613.08
          64.76              2         499.13
         180.69              2         554.28
         228.76              3         535.76
         116.74              3         343.78
         155.96              3         180.23
          61.07              2         237.12
         245.41              4         286.87
          99.20              2         553.32
          73.63              3         387.06
         395.19              6         308.20
         473.39              6         127.30
          68.05              2         394.82
         216.69              3         503.49
          97.98              2         238.97
         365.12              6         336.89
         135.97              3         206.48
         445.53              7         122.96
         416.32              6         298.59
         188.08              3         141.56
         130.85              3         503.46
         157.39              4         312.21
         345.47              4         152.44
          47.53              1         592.56
          49.91              2         413.71
          23.14              1         536.96
         305.86              5         142.96
         134.34              2         189.48
          53.30              2         370.06
         282.88              5         323.14
          47.39              1         748.55
          87.62              2         456.47
         209.48              3         602.31
         102.13              2         281.59
         255.96              3         485.31
         124.08              3         512.12
         182.18              3         302.71
         168.59              2         496.74
         360.53              3         245.81
         177.92              3         620.35
         130.40              2         333.21
          92.61              1         516.40
          40.81              1         485.54
         211.75              4         378.72
         178.07              3         226.21
         160.64              3         171.77
          57.98              2         660.86
         111.92              3         386.91
         337.10              4         197.16
         279.03              4         513.70
         209.42              4         411.66
         193.52              4         354.28
         473.74              5         334.70
         194.34              3         500.39
          69.94              1         275.74
         197.16              4         573.14
          47.29              1         524.06
         451.77              5         251.49
          94.82              2         456.64
         124.72              3         328.21
         297.60              3         356.14
         180.66              3         237.03
         154.66              4         555.74
         242.99              4         442.90
         186.59              4         545.39
         269.63              3         381.90
         302.53              5         483.06
         151.97              3         357.15
         285.26              4         163.71
          45.42              2         245.19
         286.40              3         229.52
         402.43              5         223.10
         491.03              7         267.42
         203.92              3         149.06
          92.30              2         316.68
         142.67              3         415.31
          40.76              1         486.55
         234.67              4         121.75
          64.80              2         382.56
         126.07              3         407.16
          39.57              1         381.89
         137.17              3         139.23
         186.55              3         455.10
          93.23              2         626.12
         194.21              3         180.93
         397.55              2         275.05
          90.93              2         425.34
          55.77              2         632.31
         130.04              2         475.02
         230.93              3         364.39
          59.24              2         372.80
         106.94              3         258.28
         110.81              3         395.51
         179.19              3         414.66
          57.96              2         492.11
         424.33              5         286.53
         266.01              3         319.28
         277.29              4         362.46
          16.43              1         413.80
         226.84              4         142.62
          59.97              2         291.51
         300.44              3         322.10
          86.74              2         470.21
         177.98              3         287.50
         287.88              3         545.07
         207.08              4         229.81
         242.63              4         399.00
         198.14              3         471.33
         445.04              4         294.72
         133.81              3         510.83
         123.69              3         482.45
         241.82              3          45.74
         157.94              3         425.88
          57.84              2         243.49
         149.37              2         173.02
         111.04              2         578.81
         506.20              6         218.52
          81.97              2         630.78
         270.85              4         239.87
         164.03              3         303.94
         112.16              2         331.75
           4.79              0         208.13
          78.17              2         453.76
          89.49              2         307.69
         350.12              5         216.80
         315.64              5         480.89
         238.10              3         415.22
          29.53              1         430.53
         122.96              3         540.50
          61.11              1         648.18
          41.25              1         242.68
         261.05              3         489.13
         130.15              3         185.24
         255.03              4         398.27
          23.38              0         235.20
         351.69              6         441.34
          96.94              2         242.53
         383.46              4         211.21
         138.89              3         696.05
         202.55              4         535.80
         231.06              4         459.61
         124.63              3         580.19
         163.35              3         128.06
         295.01              4         208.44
         352.53              4         244.67
         172.30              2         341.74
         326.26              5         223.03
         173.94              3         583.42
          63.24              2         609.40
          33.11              1         653.53
         105.00              2         278.88
         404.63              5         435.39
         189.43              2         266.94
         392.40              5         246.91
         149.98              4         536.27
         162.20              4         573.25
         224.98              4          87.24
         245.27              4         450.97
         196.41              4         487.02
         145.35              2         424.63
         335.33              5         377.13
         308.87              5         320.86
         488.33              5         318.65
          49.91              2         266.56
         210.24              3         499.25
         558.03              4         104.67
         185.10              4         265.14
         229.22              5         254.59
         288.16              4         426.99
         244.13              3         417.72
         116.16              3         459.75
         224.11              4         568.78
         413.20              5         240.97
         469.01              5         130.01
         430.31              6         215.37
         290.74              4         269.01
         194.00              4         499.17
         143.56              2         289.16
         170.31              3         377.10
         564.02              6         169.27
         199.85              4         374.92
         244.97              5         350.83
          37.07              1         669.67
         480.63              6         216.36
         187.66              3         656.44
           9.09              0         452.73
         260.72              4         143.97
         225.97              4         262.90
         188.18              3         256.54
         334.15              4         216.74
          63.78              2         305.52
          61.68              1         517.53
          94.86              3         208.22
         297.83              3         424.00
         352.81              4         180.26
         114.55              3         374.76
         288.58              5         424.98
          69.86              1         525.85
         173.84              3         514.61
         393.42              5          74.92
         188.33              4         572.77
          97.85              2         177.47
         179.73              3         241.93
         108.04              3         555.51
         153.98              4         436.54
         123.88              2         246.76
         193.43              4         513.26
         187.58              3         425.52
         129.87              3         383.67
          66.79              2         495.61
         257.77              3         313.47
         331.55              4         515.77
          18.25              1         354.79
         100.53              2         487.96
          39.61              2         355.21
         113.92              3         552.79
          45.98              1         643.36
         230.63              4         413.27
         258.04              5         395.35
          41.96              2         346.85
         271.58              5         365.81
         208.23              3         334.21
         106.47              2         499.44
         544.65              7         211.62
         194.10              4         430.61
         301.28              5         348.49
          30.97              1         165.17
         162.41              2         318.52
          94.26              3         322.38
         363.30              4         506.44
          76.94              2         312.13
         180.58              3         511.44
         252.31              4         415.24
          56.84              2         617.51
         341.12              4         444.86
         240.02              3         338.19
         410.53              5         405.02
         117.07              2         444.13
         120.40              3         579.78
         155.81              3         524.92
          58.92              2         593.20
          17.67              1         476.15
          80.34              2         662.65
         230.94              4         524.18
          92.28              2         583.71
         102.29              3         427.99
         184.88              4         270.39
          45.41              1         480.21
         490.65              4         254.36
         204.48              3         340.33
         378.72              5         314.22
         105.44              2         539.39
          31.28              1         612.53
         268.68              5         222.04
          21.11              1         325.08
         179.74              3         301.53
          65.60              2         525.54
         177.67              4         599.50
         280.48              3         232.56
          62.70              1         282.99
          20.79              1         765.02
         211.09              3         379.31
         108.01              2         325.30
         230.86              3         283.40
         118.89              2         412.81
         142.52              3         553.81
         427.44              3         138.13
         304.33              4         238.07
         180.64              4         340.50
          30.11              1         392.36
         156.75              3         434.02
          57.43              1         386.54
         274.47              4         385.22
         224.08              3         461.37
         294.12              5         290.82
          28.67              1         523.69
         347.37              4         256.33
         172.11              4         435.27
         107.09              2         312.01
         149.57              3         657.18
         244.21              4         170.89
          90.77              3         222.20
         238.63              4         466.75
         134.25              2         224.76
          86.65              3         615.12
          58.71              1         471.36
         344.01              4         532.55
         145.66              2         392.78
         254.90              4         200.89
         164.03              2         220.24
         560.87              6         176.85
         165.75              2         260.66
          31.16              1         280.84
         231.16              4         269.31
         345.22              4         311.91
         103.36              2         354.72
         370.59              5         420.66
         207.37              4         188.58
          58.49              2         295.09
         165.18              4         514.91
         160.40              4         454.15
          23.42              1         666.54
          62.92              2         634.91
          91.43              2         475.94
         180.35              3         505.74
