    #Hard_water    #Hard_water    #Hard_water
   #Erot(W)cm-1             #J    #Speed(m/s)
         592.66              6         376.43
         589.95              7         204.47
         430.29              5         781.87
           1.01              0          95.91
         215.53              2         575.74
          74.92              3         635.84
         321.34              5         300.90
         212.87              4         292.16
         104.46              2         549.03
         251.03              3         673.40
         255.01              4         365.53
          47.64              1         556.07
         569.86              6         697.40
         777.29              7         422.56
         445.17              6         307.98
         163.89              3         582.39
         540.44              7         341.06
         209.98              4         731.56
         544.54              5         740.74
        1547.30             11         125.10
         103.22              2         299.01
         385.84              5         261.74
         301.39              4         512.27
         124.55              3         673.86
          76.03              2         469.75
         383.76              5         524.17
          24.10              1         217.92
         543.81              6         292.53
        1259.98              9         480.52
          78.34              2         353.83
         212.38              2         155.81
         422.55              6         662.10
          46.36              1         426.81
        1099.36             11         177.96
         535.52              6         195.88
         198.89              3         849.79
         199.68              4         412.10
          87.40              2         746.02
         630.02              4         679.69
         282.53              4         277.79
         161.43              2         364.61
          60.03              2         839.53
         359.60              5         472.46
          95.73              2         372.11
         770.78              5         284.81
           6.39              0         319.51
         739.65              6         925.54
         366.13              6         550.45
         187.22              3        1067.13
         320.36              5         535.86
         288.51              5         496.48
         107.75              3         446.23
         982.58              8         459.05
         306.43              5         975.91
         150.57              2         364.59
         328.02              5         342.30
         336.62              6         541.46
          57.43              1         467.94
        1188.13              8         386.71
         300.55              5         553.74
          28.91              1         577.85
        1044.88              8         246.92
         432.08              4         754.01
         961.88              9         644.82
         295.82              6         394.67
          75.45              3         432.90
        1475.80              8         607.16
        1385.65              8         549.98
          59.33              1         512.52
          68.29              1         160.41
         440.47              6         422.80
         522.31              5         340.30
         683.73              7         497.26
         259.76              5         528.79
         241.80              3         302.87
         471.60              6         343.11
        1411.95              9         390.34
         286.65              4         336.87
         262.39              3         818.35
          12.06              1         319.98
         484.29              4         628.75
        1015.10              8         498.23
         353.66              4         342.92
           8.48              1         382.94
          95.24              3         513.85
         105.03              3         214.41
          87.76              3         324.53
          57.75              1         703.03
         165.40              3         351.12
         195.59              3         323.38
         269.95              4         828.92
         172.42              3         350.04
         398.30              5         581.26
         501.56              5         535.21
         893.98              7         869.03
         123.01              3         593.50
         137.68              3         375.38
          49.47              2         684.88
         250.60              4         250.93
         235.58              5         417.83
         112.05              2         487.45
         958.92             10         540.73
         439.57              5         688.82
         439.22              5         240.72
         446.04              6         322.79
         150.11              3         631.44
         448.75              6         178.97
         288.57              3         469.15
          11.18              1         428.45
         217.71              4         288.89
         248.90              4         490.11
         300.13              5         520.88
         633.12              5         572.71
         384.71              5         343.17
          38.84              1         401.73
         170.33              4         485.12
         498.38              5         799.42
          43.18              1         343.06
         143.67              2         230.12
          98.94              2         465.52
         264.12              4         746.08
          60.37              2         760.26
         850.36              6         895.21
         310.54              4         392.74
         112.08              2         296.99
         581.32              7         417.54
        1097.04              8         469.53
         138.98              3         685.88
         362.58              5         368.90
          34.96              1         620.43
         251.39              5         367.45
         259.86              5         453.80
         498.98              6         248.83
         425.52              7         584.84
          62.46              2         647.90
         945.81              7         180.69
         276.65              5         279.96
         704.43              6         335.28
         196.85              2         402.27
         698.54              6         355.07
         120.26              2         488.57
        1102.86              7         875.91
         275.97              5         288.66
         659.27              7         536.97
         504.51              6         431.86
         645.72              6         283.74
          69.07              2         768.61
          42.60              1         305.54
         554.71              5         551.23
         339.17              5         540.78
         154.07              4         502.65
         433.83              6         190.80
         275.83              4         611.95
         979.87              7         230.90
          75.89              2        1096.55
         217.07              4         238.12
         187.84              4         316.65
         170.98              3         199.99
         191.07              4         249.57
         496.35              5         482.44
          87.87              2         881.64
         147.42              3         484.35
        1091.60              7         411.82
         310.21              5         313.92
         549.50              7         467.01
         624.21              6         633.41
          73.82              2         197.79
         125.98              2         416.60
        1333.45             10         438.16
         397.58              5         909.34
         178.64              3         358.11
          43.70              2         207.35
         723.92              5         416.24
         115.45              2         245.73
         200.94              2         470.91
          90.40              2         507.79
         200.27              3         268.46
          33.25              1         384.57
          96.07              2         249.74
         150.24              3         541.04
         497.57              5         243.34
         345.50              5         124.17
         203.80              4         564.12
        1022.91              9         289.17
         296.32              4         475.67
        1242.30              9         521.20
         509.65              6         350.92
          22.12              1         668.74
          43.86              1         530.84
         386.11              5         602.41
         406.83              6         341.72
         690.89              6         150.67
          67.35              2         790.26
         103.20              2         698.62
         314.28              5         501.83
         230.58              4         346.25
         162.45              4         358.22
         184.66              4         610.11
         652.68              7         690.96
         157.73              3         614.78
         134.94              2         441.35
        1239.27              9         292.94
         494.06              6         246.17
         512.20              6         452.44
         272.12              5         867.93
         271.98              4         306.43
         458.89              5         684.20
         135.59              3         670.56
        1634.93             10         357.78
         770.78              8         401.60
         509.70              6         911.65
         232.93              4         883.17
         167.01              3         360.19
         490.90              5         601.99
         682.61              7         341.18
         652.20              7         339.61
          78.88              2         284.35
          53.07              2         473.39
         194.49              4         530.05
         600.59              5         454.96
         170.09              4         531.39
         787.73              9         453.17
          86.85              2         343.47
         412.33              7         656.70
        1515.57             10         321.68
         368.32              3         348.51
          65.66              2         367.40
         463.23              4         371.16
         730.39              7         291.44
         205.12              4         681.83
          22.63              1         290.97
          75.79              2         291.56
          32.47              1         409.25
         409.59              7         361.27
         214.31              4         429.22
         672.65              6         185.89
         239.27              4         453.95
         161.65              2         826.60
          93.14              2         506.67
         249.54              3         933.51
          45.61              2         181.62
         361.11              4         278.09
         495.70              4         963.66
         236.14              3         661.52
         560.93              6         504.66
         400.01              4         513.15
         551.85              7         275.75
         349.51              4         374.82
         279.73              4         603.00
        1588.58             12         427.18
           7.38              0         316.63
         450.15              5         272.89
         332.38              5         408.63
        1564.97             10         587.22
         151.37              4         541.56
         303.53              4         528.47
         160.14              3        1250.49
          78.26              2         373.18
         303.63              5         596.39
         195.25              4         273.30
         590.27              7         178.01
         166.36              3         461.96
         455.81              5         369.22
         904.74             10         659.49
          48.70              1         341.39
         188.66              4         371.25
         144.57              3         492.98
          30.30              1         438.32
         579.05              6         455.92
         316.37              5         618.38
         300.08              4         323.95
         616.66              5         624.36
         288.89              4         960.01
         790.12              7         548.85
         198.33              3         347.68
        1027.10              9         353.53
          54.37              2         199.45
         462.65              5         654.62
         790.30              7         975.98
        1455.03             11         764.84
         820.78              6         174.31
         215.81              4         623.32
          80.90              2         150.16
         229.12              4         561.60
         166.74              3         358.82
         803.45              9         597.52
         441.61              5         443.79
         337.59              5         652.68
          39.18              1         433.85
         450.26              6         510.20
          33.93              2         454.59
         710.47              8         382.80
         226.31              4         438.39
         239.62              5         560.36
         106.12              3         510.06
         385.50              4         507.69
         150.16              3         494.30
         289.14              5         788.80
         352.67              3         183.68
         295.94              4         413.11
         326.42              6         569.12
         157.78              3         768.57
          50.87              2         378.26
         135.75              3         234.97
         371.89              5         256.18
         601.69              5         630.98
         151.14              3         315.02
         262.25              4         432.39
         271.26              4         759.32
         113.54              2         418.24
         362.11              5         651.74
         482.55              4         684.75
          62.18              2         604.44
         353.69              4         372.31
         304.99              4         330.49
         884.60              9         648.94
         810.78              9         571.86
         162.95              2         479.60
         277.39              3         588.00
         179.26              3         429.40
         125.47              3         450.59
         149.35              3         340.88
         460.14              5         319.40
         320.59              6         600.67
         550.31              5         158.37
         625.70              7         605.60
         170.31              2         629.53
         539.91              6         217.54
          50.02              1         164.17
         360.37              5         356.08
          99.03              2         394.19
         184.19              3          54.84
         280.63              4         804.37
          61.95              1         528.72
         451.35              7         445.10
         278.73              5         403.92
        1105.72              8         745.83
         214.58              4         750.54
         202.53              3         903.66
         288.86              3         282.29
          38.75              2         170.67
         484.60              5         446.56
         283.37              3         477.84
         222.26              4         414.25
         655.84              6         447.10
         381.02              5         547.62
         929.81              9         572.22
         323.10              5         392.15
        1436.43             12         641.84
         135.20              3         358.86
         588.92              8         339.74
         168.73              3         684.34
         252.92              4         418.72
         476.08              5         503.43
          82.64              2         230.77
         178.67              3         385.42
         178.67              3         336.53
          81.19              2         690.46
          33.52              1         613.08
         180.69              2         554.28
         796.24              5         199.34
         537.93              6         399.15
          55.45              2         859.71
        1195.45             11         405.59
          28.51              1         611.07
          61.07              2         237.12
         339.08              4         377.17
         109.98              3         770.38
          97.98              2         784.45
          73.63              3         387.06
         435.27              5         815.81
         216.69              3         503.49
         349.92              5         532.55
         597.72              6        1231.64
          97.98              2         238.97
         365.12              6         336.89
         445.53              7         122.96
        2112.98              6         356.42
         416.32              6         298.59
         188.08              3         141.56
         200.87              3         706.14
         128.45              3         668.90
         399.84              5         898.54
          45.46              1         781.25
         325.06              5         615.05
        1404.30             10         386.84
         443.70              5         443.82
         305.86              5         142.96
         448.35              6         431.03
          53.30              2         370.06
         282.88              5         323.14
         751.17              6         408.61
          87.62              2         456.47
         105.33              3         539.93
         455.99              5         611.19
         941.50              7         484.05
         646.26              6         238.96
         430.15              5         846.79
         124.08              3         512.12
         374.54              5         570.52
         177.92              3         620.35
         155.49              4         634.31
         211.75              4         378.72
         178.07              3         226.21
        1241.81              8         119.09
          57.98              2         660.86
          68.46              2         585.05
         938.94              7         406.27
         359.25              5         488.23
         552.38              7         605.57
         398.05              4         638.15
         448.70              6         942.60
          69.94              1         275.74
         197.16              4         573.14
          47.29              1         524.06
         124.72              3         328.21
         297.60              3         356.14
         356.91              4         509.18
         187.41              3         549.85
         525.22              7         364.98
         121.05              3        1080.87
         472.95              6         533.59
          57.61              1         972.48
         883.08              9         200.53
         782.59              6         634.34
         316.91              4         537.78
         193.08              4         890.76
          45.42              2         245.19
         491.03              7         267.42
         124.33              3         534.88
         203.92              3         149.06
         142.67              3         415.31
         466.28              5         824.01
          40.76              1         486.55
         374.86              4         553.10
         732.70              6         262.86
         777.18              7         186.44
         234.67              4         121.75
         597.21              6         214.98
          93.23              2         626.12
         194.21              3         180.93
         397.55              2         275.05
          90.93              2         425.34
         997.16              8         320.23
         230.93              3         364.39
         110.81              3         395.51
         306.95              4         487.44
         393.80              4         374.19
         426.93              5         665.78
          57.96              2         492.11
         424.33              5         286.53
         314.20              3         636.86
         266.01              3         319.28
         226.84              4         142.62
          96.31              2         748.77
          59.97              2         291.51
         343.09              5         702.29
         143.11              2        1129.30
         288.00              5         703.75
         177.98              3         287.50
         287.88              3         545.07
         207.08              4         229.81
         306.04              3         413.65
         242.63              4         399.00
         133.81              3         510.83
         377.87              4         761.80
         241.82              3          45.74
         149.37              2         173.02
         605.31              8         865.13
          81.97              2         630.78
         270.85              4         239.87
          99.11              2         339.98
         568.54              7         225.32
         241.75              4         219.99
         304.36              4         898.99
         542.34              6         696.29
         459.53              4         749.54
           4.79              0         208.13
        1854.19              8         732.05
         567.18              6         738.55
         800.34              7         416.80
         466.14              5         205.18
         350.12              5         216.80
        1166.46              8         388.53
         315.64              5         480.89
         430.23              5         260.21
         238.10              3         415.22
         839.36              5         260.65
          29.53              1         430.53
         196.54              4        1001.79
          61.11              1         648.18
          41.25              1         242.68
         309.93              4         671.11
          23.38              0         235.20
         351.69              6         441.34
          80.72              2         774.77
         597.18              7         326.96
         724.66              6         465.16
         783.07              6         555.55
         199.02              3        1162.46
         262.47              4         422.95
        1335.53              7         616.85
         172.30              2         341.74
         326.26              5         223.03
         924.91              7         894.89
          33.11              1         653.53
         955.63             10         601.04
         224.98              4          87.24
         480.67              6         591.44
         145.35              2         424.63
         308.87              5         320.86
          49.91              2         266.56
         580.62              5         828.66
         813.70              6         746.01
         185.10              4         265.14
         569.84              7         513.22
         677.97              7         754.66
         298.47              5         552.07
         543.17              4         501.73
         170.31              3         377.10
         310.37              3         570.77
         564.02              6         169.27
         199.85              4         374.92
         244.97              5         350.83
         503.72              6         635.83
         466.12              6         373.37
          37.07              1         669.67
         570.83              7         854.68
         145.04              3         670.46
           9.09              0         452.73
         260.72              4         143.97
         834.04              5         326.99
         889.52              7         119.13
          63.78              2         305.52
         369.53              3         522.92
         638.13              5         774.37
         757.11              5         345.78
          94.86              3         208.22
         128.19              3         821.32
         256.67              4         704.44
         752.41              7         349.16
         920.89              6         539.63
         575.90              7         446.04
         393.42              5          74.92
         407.27              5         394.87
         951.32              8        1042.75
         313.29              4         454.87
         153.98              4         436.54
         219.91              3         681.38
         193.43              4         513.26
         187.58              3         425.52
         386.60              5         486.17
          20.89              1         896.96
         618.52              7         224.09
         520.17              8         334.15
         364.20              6         528.01
        1467.36              9         187.62
          39.61              2         355.21
         113.92              3         552.79
         327.48              6         604.77
         230.63              4         413.27
         258.04              5         395.35
         271.58              5         365.81
         522.49              5         344.30
         298.51              5         553.30
         267.43              5         489.94
         260.54              5         486.91
         923.76              8         189.35
         499.14              4         435.68
         544.65              7         211.62
         795.27              9         388.26
         194.10              4         430.61
         301.28              5         348.49
         162.41              2         318.52
         335.39              4         165.04
         401.59              5         503.30
          76.94              2         312.13
         698.13              5         167.33
         350.66              5         742.64
         888.69              7         703.94
         395.05              4        1009.91
         252.31              4         415.24
         240.02              3         338.19
         101.39              2         699.04
         117.07              2         444.13
         720.94              9         330.80
         693.34              6         337.56
         319.80              4         592.61
          58.92              2         593.20
         910.62             10         222.26
          60.64              1         770.17
         420.91              3         325.79
         275.54              5         183.05
          78.55              3        1115.06
         102.29              3         427.99
         184.88              4         270.39
         569.95              5         649.36
         582.83              5         186.91
          45.41              1         480.21
         238.95              4         609.68
          31.28              1         612.53
         610.62              7         671.94
         365.21              5         527.44
         268.68              5         222.04
          21.11              1         325.08
         179.74              3         301.53
         372.88              4         621.03
         143.51              2         499.97
         280.48              3         232.56
          62.70              1         282.99
         230.86              3         283.40
        1117.93             10         704.11
         621.82              8         240.42
         641.48              6         472.27
         347.97              4        1048.07
         142.52              3         553.81
         416.43              6         340.20
         298.20              4         708.29
        1283.70              9         150.93
         274.47              4         385.22
         854.55              8         290.99
         308.00              4         928.24
         304.36              4         660.13
          28.67              1         523.69
         296.65              5         790.57
         407.62              4         665.80
         346.81              4         620.55
         172.11              4         435.27
         270.73              5         711.34
         531.69              7         474.89
         117.37              2         371.18
         134.25              2         224.76
        1049.83              8         276.01
          86.65              3         615.12
         458.14              4         257.33
         684.99              5         537.48
         208.87              3         626.52
         145.66              2         392.78
         713.36              6         794.77
         321.25              4         361.25
         165.75              2         260.66
          31.16              1         280.84
         477.13              5         631.99
         370.59              5         420.66
         467.83              7         333.55
         466.43              5         978.84
         345.16              5         684.63
         737.53              7         337.31
          23.42              1         666.54
         169.80              3         591.59
         457.40              5         389.77
         432.73              6         533.58
         180.35              3         505.74
         114.04              3         429.39
          68.87              2         431.23
        1503.47             11         139.64
         329.42              5         651.23
         792.39              7         882.54
          91.03              1         486.50
         409.94              5         358.96
         332.02              4         259.43
         235.79              3         316.20
         448.96              6         174.10
         210.83              3         120.31
         452.18              5         578.83
         420.31              5         395.40
          64.76              2         417.78
         926.10              7         523.30
         569.32              7         489.26
         996.52              8         344.48
        1059.03              9         591.51
         374.80              6         717.22
         488.03              5         649.33
         343.59              5         235.98
         411.96              6         159.80
         545.22              6         482.98
         854.60              8         164.94
         724.37              7         244.95
         630.60              5         826.86
          93.60              2         509.68
         653.22              7         353.95
         223.84              4         372.79
         799.97              6         652.56
         157.44              2         556.87
          84.67              2         347.43
         257.80              5         292.07
          19.94              1         638.05
         258.65              4         446.75
         448.48              4         610.20
         502.41              6         724.77
        1009.01              9         291.41
          94.90              2         596.95
         206.48              3         871.82
         107.05              2         745.00
           1.80              0         266.27
         390.72              4         509.62
         595.43              6         327.32
         932.32              8         557.08
         191.36              4         476.78
         168.72              2         835.93
         424.39              7         179.72
          31.33              2         161.24
         446.99              5          67.41
          45.37              1         480.93
         239.66              3         260.01
         371.97              4         442.70
         327.16              3         340.42
         119.19              3         136.55
         160.28              3         502.45
         351.79              5         272.36
         216.44              2         479.38
         776.78              5         263.68
         274.05              3         816.52
        1310.62             12         781.54
         295.93              5         507.06
         310.39              4         630.63
         215.77              4         343.16
          84.67              2         264.95
         524.00              5         636.78
         412.25              6         479.70
          45.88              1         312.54
         334.60              4         492.56
         369.13              6         285.78
         105.40              3         545.55
         434.41              5         999.37
         611.54              5         498.36
         402.34              5         136.18
          50.92              2        1142.43
         192.26              3         580.70
         202.90              3         688.51
          41.71              1         689.25
         106.63              2         545.72
        1439.23              8         610.50
         129.69              2         866.67
           6.64              0         412.53
         409.59              6         680.97
         143.63              2         362.70
         127.45              3         242.11
           9.15              0        1067.89
          78.98              2         574.28
          72.91              1         614.24
         266.64              4         735.85
         870.93              8         516.99
         148.49              2         424.80
         293.03              5         406.17
         881.63             10         382.20
         191.93              2         282.75
          91.49              2         199.24
         382.61              5         387.82
         225.52              4         296.70
        1042.02             10         630.09
         667.75              7         202.32
         156.82              3         640.20
         234.38              4         681.90
         370.79              5         510.34
          10.07              1         570.53
         192.54              4         237.58
         443.65              6         159.40
         430.91              3         895.82
         866.92              7         389.37
         377.32              5         548.10
         537.09              5         945.14
           5.19              0         795.63
          97.35              3         658.07
        1027.34              7         912.13
        1110.18              8         401.20
         577.64              4         252.10
         683.43              6         426.95
         403.31              6         484.40
         265.85              4         330.67
         658.30              5         275.09
         119.92              3         143.74
         631.84              8         428.41
         532.03              5         318.52
         957.27              9        1014.41
         738.55              5         632.79
         942.35              9         270.96
         481.10              5         661.14
         540.60              5         359.95
         253.64              5        1184.77
         289.04              4         176.40
         154.18              3         361.56
         500.07              5         833.31
         128.86              3         327.48
         266.02              5         456.51
         148.43              3         584.89
          44.03              1         658.74
         391.01              5         596.57
         359.85              6         485.91
         211.08              3         773.56
         160.12              4         510.77
         395.13              6         329.60
        1137.90              9         499.02
          20.97              1         967.71
         414.32              5         410.32
         199.35              3         416.88
         153.62              3         147.95
         352.37              5         238.76
         413.74              6         709.33
         358.93              5         564.75
        1052.50              7         773.97
         307.93              4         378.11
         273.44              5         455.23
         327.28              5         382.87
         246.84              4         292.93
         509.41              6         460.18
          61.87              1         522.45
         263.28              5         541.10
         120.69              3         342.13
         116.43              2         347.69
         121.49              2         394.51
         148.64              3         529.10
          38.74              1         409.58
         284.63              3         507.04
          25.13              1         345.08
         132.80              2         258.00
          80.46              2         267.24
         230.77              4         497.48
         270.38              4         818.81
          39.43              1        1040.63
          43.51              2         292.47
         250.41              4         209.90
         108.99              2         571.96
         199.64              3         368.18
         367.93              5         325.73
        1049.50              7         262.12
         259.68              3         367.51
         255.02              4         360.54
         685.83              7         442.71
         720.65              7         540.97
        1000.53              7         487.78
         645.91              5         436.78
          61.33              1         404.61
         225.58              4         480.82
          91.73              2         624.70
         334.25              5         561.59
         234.31              4         478.75
         174.15              3         509.56
         205.43              3         412.14
          81.03              1         519.51
         238.59              3         106.35
         592.06              6         735.41
         573.77              5         368.57
         126.49              2         453.23
         139.61              3         343.47
         240.52              5         795.43
         267.05              2         283.49
         632.17              4         833.71
         446.61              4         895.24
         223.11              4         400.88
         221.18              4         570.85
         246.43              4         102.53
          92.34              2         357.98
          50.04              2         218.55
         340.55              3         451.95
          83.76              2        1043.10
         394.97              4         347.76
         815.86              9         231.86
          88.74              2         156.88
         190.84              3         382.31
         218.58              3         267.81
          68.54              2         263.06
         296.85              3         405.39
         180.73              4         564.07
         348.93              5         208.55
         164.61              4         473.17
         414.14              5         449.96
         297.21              4         531.92
         248.50              2         713.79
        1010.88              6         118.33
         497.40              5         389.75
         820.06              7         519.93
         672.15              6         764.07
          88.27              2         699.49
         583.38              7         461.24
         806.01              7         453.38
         376.43              5         634.60
         239.64              2         416.36
         195.54              3         212.85
         362.19              4         245.83
         697.39              6        1090.80
        1047.03              8         420.61
         301.49              5         531.04
         249.90              4         333.61
         336.60              4         567.01
         119.63              3         671.11
         345.56              4         515.21
         188.44              3         710.64
         485.94              7         804.76
         232.68              4         776.95
         112.13              2         523.31
          73.11              2         409.82
          34.76              1         397.32
         190.25              3         140.47
         121.80              3         246.29
         180.52              3         474.94
         142.52              3         251.33
         320.42              5         128.49
          26.85              1         301.70
         896.68              9         483.00
         157.81              3         622.06
        1263.48              8         185.88
         735.12              8         752.30
         164.59              3         718.57
         102.27              2         531.05
         189.92              3         523.81
          19.19              1         398.81
         265.83              5         503.28
          68.70              2         788.79
          91.11              2         263.78
         138.34              4         440.80
          94.26              2         504.27
         109.53              3         353.93
         256.36              3         947.53
         187.05              4         443.58
         386.91              3         514.83
         422.57              5         223.74
         152.11              3        1073.25
        1006.54              9         534.97
         120.46              3         451.55
         454.11              4         386.08
         149.52              2         289.54
         172.64              3         807.41
         218.26              3         756.61
         285.13              3         398.96
         782.75              7         651.07
        1301.57              9         425.50
         106.13              2         667.71
         222.27              3         731.80
         831.26              8         278.99
         128.98              2        1126.91
         728.60              6         551.05
         237.25              3         430.20
         178.65              3         346.65
         738.26              7         488.89
         840.61              9         351.04
          56.61              2         773.08
         157.07              3         451.61
         422.65              6         405.00
        1264.62              8         621.94
         556.08              6         165.72
         223.76              4         217.82
          84.43              2         609.44
          27.93              1         589.20
          86.77              2         369.93
         427.50              4         104.09
         195.25              3         804.72
         215.70              4         623.34
          55.52              2         264.57
         476.26              5         423.22
         829.69              8         617.48
         436.98              6         584.35
         266.21              4         462.89
         150.13              3         438.66
         328.46              6         795.71
          36.97              2         638.17
         232.38              3         374.84
         122.16              2         204.33
         663.53              6         494.20
         369.81              6         232.12
         718.92              8         478.10
         398.00              3         535.45
         455.08              5         867.16
          70.20              2         945.58
        1435.18              6         509.22
         793.54              7         443.80
         478.11              5         267.66
           9.21              1         459.00
         413.59              5         465.44
         401.83              5         309.21
         489.24              7         272.00
         227.49              4         639.44
         377.81              5         273.07
          35.54              1         506.36
         988.35              9         224.89
         176.58              3         715.46
         153.30              3         132.96
         671.79              7         786.66
         238.86              5         734.67
