      #Hard_ZPE      #Hard_ZPE      #Hard_ZPE
   #Erot(W)cm-1             #J    #Speed(m/s)
         116.91              2         273.04
         118.06              2         634.26
         118.65              2         607.10
         120.26              2         488.57
         130.40              2         333.21
         117.37              2         371.18
         122.16              2         204.33
         121.89              2         559.76
         117.69              2         579.27
         134.60              2         354.25
         122.98              2         642.81
         122.19              2         639.75
         118.45              2         556.05
         121.03              2         172.09
         122.48              2         741.90
         122.93              2         438.40
         131.83              2         517.24
         128.80              2         503.72
         116.03              2         351.07
