      #Hard_ZPE      #Hard_ZPE      #Hard_ZPE
 #Erot(HCl)cm-1             #J    #Speed(m/s)
         444.92              6         215.24
         444.92              6         282.96
         444.92              6         395.71
         444.92              6         310.88
         444.92              6         153.05
         444.92              6         185.55
         444.92              6         377.44
         444.92              6         323.22
         444.92              6         214.39
         444.92              6         163.16
         444.92              6         337.60
         444.92              6         156.27
         444.92              6         480.86
         444.92              6         243.20
         444.92              6         217.25
         444.92              6         187.98
         444.92              6         182.66
         444.92              6         303.97
         444.92              6         278.18
         444.92              6         315.97
         444.92              6         245.81
         444.92              6         357.37
         444.92              6         312.79
         444.92              6         173.72
         444.92              6         179.41
         444.92              6         234.87
         444.92              6         259.36
         444.92              6         233.34
         444.92              6         231.37
         444.92              6         372.04
         444.92              6         257.50
         444.92              6         149.97
         444.92              6         189.88
         444.92              6         431.99
         444.92              6         312.00
         444.92              6         259.58
         444.92              6         215.78
         444.92              6         133.86
         444.92              6         223.01
         444.92              6         320.69
         444.92              6         219.50
         444.92              6         387.72
         444.92              6         437.83
         444.92              6         177.47
         444.92              6         180.74
         444.92              6         253.60
         444.92              6         209.25
         444.92              6         496.57
         444.92              6         202.92
         444.92              6         211.62
