     -45.157809790608         0.265480747401D-09         30291.92
      -37.267119100517         0.232098084487D-06         19842.64
      -30.598061806967         0.271186009254D-04         13022.06
      -24.522779839292         0.932284008624D-03          8202.93
      -18.797905361402         0.128803115355D-01          4754.37
      -13.293436333701         0.838100413990D-01          2358.31
       -7.925944585194         0.280647458529D+00           837.82
       -2.633928914087         0.507929479017D+00            95.29
        2.633928914087         0.507929479017D+00            86.67
        7.925944585194         0.280647458529D+00           811.59
       13.293436333701         0.838100413990D-01          2313.35
       18.797905361402         0.128803115355D-01          4688.67
       24.522779839292         0.932284008624D-03          8113.27
       30.598061806967         0.271186009254D-04         12903.38
       37.267119100517         0.232098084487D-06         19686.47
       45.157809790608         0.265480747401D-09         30081.34

