      -85.672338151431         0.265480747401D-09          9846.56
      -70.702304746701         0.232098084487D-06          6115.47
      -58.049925584523         0.271186009254D-04          3900.26
      -46.524043051394         0.932284008624D-03          2397.23
      -35.662945393679         0.128803115355D-01          1354.46
      -25.219995789348         0.838100413990D-01           654.62
      -15.036916268102         0.280647458529D+00           226.67
       -4.997028191598         0.507929479017D+00            24.65
        4.997028191598         0.507929479017D+00            24.60
       15.036916268102         0.280647458529D+00           225.23
       25.219995789348         0.838100413990D-01           648.24
       35.662945393679         0.128803115355D-01          1338.13
       46.524043051394         0.932284008624D-03          2366.24
       58.049925584523         0.271186009254D-04          3853.55
       70.702304746701         0.232098084487D-06          6062.94
       85.672338151431         0.265480747401D-09          9830.52
