     -85.509562408446         0.265480747401D-09          9748.32
      -70.567971770220         0.232098084487D-06          6069.76
      -57.939631877463         0.271186009254D-04          3880.37
      -46.435648292505         0.932284008624D-03          2390.32
      -35.595186504885         0.128803115355D-01          1353.26
      -25.172078297644         0.838100413990D-01           655.16
      -15.008346425483         0.280647458529D+00           227.17
       -4.987533937161         0.507929479017D+00            24.73
        4.987533937161         0.507929479017D+00            24.69
       15.008346425483         0.280647458529D+00           226.27
       25.172078297644         0.838100413990D-01           651.64
       35.595186504885         0.128803115355D-01          1346.29
       46.435648292505         0.932284008624D-03          2383.49
       57.939631877463         0.271186009254D-04          3887.65
       70.567971770220         0.232098084487D-06          6127.12
       85.509562408446         0.265480747401D-09          9946.87
