      -85.672338151431         0.265480747401D-09          8635.08
      -70.702304746701         0.232098084487D-06          5697.91
      -58.049925584523         0.271186009254D-04          3742.14
      -46.524043051394         0.932284008624D-03          2352.52
      -35.662945393679         0.128803115355D-01          1359.45
      -25.219995789348         0.838100413990D-01           672.44
      -15.036916268102         0.280647458529D+00           238.52
       -4.997028191598         0.507929479017D+00            27.29
        4.997028191598         0.507929479017D+00            24.75
       15.036916268102         0.280647458529D+00           230.97
       25.219995789348         0.838100413990D-01           660.09
       35.662945393679         0.128803115355D-01          1342.66
       46.524043051394         0.932284008624D-03          2331.79
       58.049925584523         0.271186009254D-04          3718.10
       70.702304746701         0.232098084487D-06          5671.33
       85.672338151431         0.265480747401D-09          8606.93

