#Bin center    #Number of count 
0.190000,2 
0.448200,3 
0.706400,3 
0.964600,7 
1.222800,12 
1.481000,21 
1.739200,22 
1.997400,21 
2.255600,36 
2.513800,45 
2.772000,52 
3.030200,41 
3.288400,54 
3.546600,53 
3.804800,53 
4.063000,57 
4.321200,57 
4.579400,53 
4.837600,57 
5.095800,55 
5.354000,56 
5.612200,50 
5.870400,34 
6.128600,43 
6.386800,39 
6.645000,27 
6.903200,27 
7.161400,27 
7.419600,27 
7.677800,20 
7.936000,17 
8.194200,14 
8.452400,12 
8.710600,10 
8.968800,8 
9.227000,7 
9.485200,2 
9.743400,5 
10.001600,0 
10.259800,3 
10.518000,2 
10.776200,1 
11.034400,3 
11.292600,0 
11.550800,2 
11.809000,2 
12.067200,0 
12.325400,0 
12.583600,0 
12.841800,1 
