    0.2075417      0.0205410     -0.2400221
      0.2014067      0.0200794     -0.2357360
     -0.4721122     -0.0484293      0.5427570
     -0.0371941     -0.1025257      0.1245631
     -0.0265487     -0.0629791      0.0113301
      0.0043594      0.0266262     -0.0149760
     -0.0827207      0.0089213      0.0268610
      0.0403972     -0.0354846      0.0368994
      0.0174899      0.0277345     -0.0250381
      0.0013046     -0.0298217     -0.0020557
     -0.0329933      0.0120357     -0.0010041
      0.0105144      0.0174517     -0.0042181
     -0.0429205      0.0000115      0.0720756
      0.0324645     -0.0341605     -0.0249796
      0.0032662      0.0034359      0.0024422
     -0.0727176      0.0366305     -0.0759308
      0.0421439     -0.1008917     -0.0123561
      0.0313968      0.0272253      0.0297589
     -0.1200972     -0.1156081     -0.0002936
     -0.0088025     -0.0749326      0.0415633
      0.0095250      0.0300236     -0.0071112
     -0.0810917      0.0261626     -0.0186321
     -0.0097882     -0.0192516     -0.0021148
      0.0101137      0.0023677     -0.0043558
     -0.0260956      0.0101903      0.0031720
      0.0317839     -0.0562717     -0.0341505
     -0.0026569      0.0077664      0.0054627
     -0.0313103      0.0191928      0.0351128
      0.0020223      0.0489855     -0.0422747
      0.0210634     -0.0113794      0.0033369
     -0.0095837      0.0107791     -0.0058644
      0.0252849     -0.0154695      0.0183309
     -0.0010214      0.0076065     -0.0070707
     -0.0524222     -0.1076961     -0.0702982
      0.0673725      0.1151589      0.1130839
     -0.0020361     -0.0005111     -0.0083827
     -0.1125883      0.0072941      0.0064912
      0.0522657     -0.0166362     -0.0057902
      0.0075902     -0.0026645     -0.0034218
     -0.0103255     -0.0367855      0.0727305
     -0.0241419     -0.0392254      0.0114388
      0.0212364      0.0206113     -0.0201653
     -0.0322397     -0.0357260      0.0068736
     -0.0144607      0.0044701     -0.0522761
      0.0250857      0.0062336      0.0074309
     -0.0131057     -0.0602904     -0.0539398
      0.0146637     -0.0243371      0.0358997
     -0.0027126      0.0220090     -0.0078363
      0.0218563      0.0042527     -0.0167553
     -0.0298659     -0.0371975      0.0420847
     -0.0016132      0.0051261     -0.0060880
      0.0240371      0.0521478     -0.0024253
     -0.0085062      0.0667554     -0.0140763
     -0.0077526     -0.0363744     -0.0035062
      0.0055452     -0.0235781      0.0128957
     -0.1048446      0.0029420      0.0050080
      0.0225626      0.0030498      0.0005367
     -0.0119681      0.0001340     -0.0005731
     -0.0124221     -0.0008183     -0.0051737
      0.0090956     -0.0000812      0.0094606
     -0.0607776     -0.0129299      0.1043350
     -0.0010898      0.0130405     -0.0531645
      0.0025405     -0.0035108     -0.0125452
