 #HCl ZPE (DMC): 1483.743446, WWW ZPE (DMC): 15602.536472
 #E_given = DMC ZPE + 3550 =21233.1103893624.
 #Dvib = Evib - ZPE
 #D0 = E_given - Erot(W) - Erot(HWW) - Evib(W) + Evib(HWW) -E_COM,E_COM=0
 
 #Erot(HCl)cm-1             #J    #Speed(m/s)
         217.34              4         181.75
         194.92              4         302.49
         149.96              4         499.91
         214.94              4         525.39
         217.47              4         199.67
         148.60              4         378.66
         188.04              4         218.23
         173.07              4         336.17
         254.06              4         229.08
         206.67              4         191.66
         161.23              4         323.00
         172.19              4         245.15
         165.25              4         239.80
         219.01              4         276.17
         225.18              4         174.45
         262.97              4         244.13
         204.62              4         559.50
         173.43              4         448.66
         150.69              4         155.27
         150.75              4         207.47
         260.75              4         309.35
         252.57              4         267.10
         176.30              4         349.98
         219.58              4         500.24
         183.85              4         303.48
         150.35              4         345.78
         237.19              4         220.60
         153.86              4         262.04
         163.43              4         483.81
         182.82              4         444.83
         251.37              4         179.27
         209.75              4         165.60
         197.30              4         152.14
         283.03              4         265.89
         194.43              4         237.69
         198.84              4         411.22
         144.55              4         321.16
         162.85              4         424.38
         206.87              4         456.61
         203.44              4         302.63
         200.35              4         346.56
         144.73              4         347.57
         221.71              4         497.51
         166.55              4         300.69
         266.45              4         309.55
         189.33              4         277.49
         272.09              4         252.05
         189.82              4         269.67
         210.42              4         238.36
