#Bin center    #Number of count 
0.000002,172 
0.000237,225 
0.000471,229 
0.000706,213 
0.000940,220 
0.001175,202 
0.001410,148 
0.001644,164 
0.001879,129 
0.002114,120 
0.002348,94 
0.002583,78 
0.002818,74 
0.003052,56 
0.003287,56 
0.003521,43 
0.003756,38 
0.003991,44 
0.004225,23 
0.004460,22 
0.004695,12 
0.004929,23 
0.005164,8 
0.005398,8 
0.005633,12 
0.005868,3 
0.006102,4 
0.006337,4 
0.006572,1 
0.006806,2 
0.007041,2 
0.007276,2 
0.007510,3 
0.007745,1 
0.007979,0 
0.008214,0 
0.008449,0 
0.008683,1 
0.008918,0 
0.009153,1 
0.009387,0 
0.009622,0 
0.009856,0 
0.010091,0 
0.010326,0 
0.010560,0 
0.010795,0 
0.011030,0 
0.011264,0 
0.011499,1 
