#Bin center    #Number of count 
0.000002,184 
0.000154,278 
0.000306,269 
0.000458,274 
0.000610,312 
0.000762,268 
0.000914,258 
0.001067,254 
0.001219,207 
0.001371,215 
0.001523,182 
0.001675,167 
0.001827,164 
0.001979,137 
0.002131,137 
0.002283,109 
0.002435,98 
0.002587,82 
0.002739,73 
0.002891,58 
0.003044,49 
0.003196,52 
0.003348,46 
0.003500,40 
0.003652,31 
0.003804,30 
0.003956,38 
0.004108,22 
0.004260,9 
0.004412,8 
0.004564,17 
0.004716,14 
0.004869,10 
0.005021,12 
0.005173,8 
0.005325,8 
0.005477,3 
0.005629,3 
0.005781,3 
0.005933,1 
0.006085,4 
0.006237,5 
0.006389,0 
0.006541,1 
0.006694,0 
0.006846,0 
0.006998,3 
0.007150,0 
0.007302,0 
0.007454,1 
