      #Soft_ZPE      #Soft_ZPE      #Soft_ZPE
   #Erot(W)cm-1             #J    #Speed(m/s)
         119.32              3         597.61
          53.12              1         614.46
         431.84              6         649.30
          16.06              1         125.29
         112.24              3         596.35
         352.96              6         624.35
         245.69              5         363.15
         126.05              3         550.61
          34.72              1         296.98
         522.09              4         604.14
         221.91              4         743.32
         682.64              7         262.84
         399.44              5         432.89
         425.99              6         266.86
         426.93              6         132.25
         161.92              3         604.63
         757.72              8         486.49
         210.67              3         479.19
          43.60              2         243.18
         273.55              4         305.49
          28.08              1         430.00
         270.40              4         250.26
          97.46              2         580.70
         205.51              4         407.43
         269.09              4         196.93
          47.04              1         381.42
         507.99              6         506.10
         266.64              4         304.76
          69.78              2         383.76
         149.28              3         780.09
         565.17              7         247.45
          11.70              0         378.71
         327.26              4         152.49
         320.16              4         217.15
         214.36              3         183.47
          51.32              1         391.65
         230.38              4         239.93
         766.14              7         190.16
          82.12              2         442.81
         179.07              2         510.16
         123.90              2         311.33
         141.88              3         211.14
         480.31              7         547.84
         151.00              3         581.90
         102.92              2         269.63
         175.29              3         335.18
         294.07              3         232.53
         347.06              5         445.06
          10.11              1         433.85
          59.03              2         130.10
         360.23              4         449.97
          29.89              1         478.10
         113.00              2         503.21
         488.40              5         707.14
         565.09              8         541.93
         414.49              6         723.01
          60.60              2         227.13
         797.38              6         184.94
         591.83              4         508.91
         381.38              5         620.67
          95.24              2         713.41
          41.99              1         239.46
         536.02              6         329.53
          58.45              2         428.81
         510.24              6         322.57
         195.73              4         468.78
         120.27              3         427.79
         535.66              6         263.96
         573.90              6         270.65
          60.61              1         332.73
         112.20              3         323.84
         167.70              3         568.52
          92.28              2         248.85
         215.19              4         499.25
         109.87              3         447.93
         554.89              6         392.73
         290.94              3         403.09
         141.99              3         371.88
         466.13              5         628.77
         121.51              2         595.62
          77.21              1         737.99
         402.00              3         240.45
         741.66              5         441.68
         154.33              2         405.29
         321.62              4         219.16
         467.55              5         493.60
         356.66              5         532.15
         318.04              4         691.03
         247.84              3         471.29
          91.81              2         834.73
          51.92              2         505.38
         398.57              5         431.53
         207.05              3         558.13
         352.38              5         653.21
         251.43              3         264.76
          94.09              3         710.92
         412.26              5         638.66
         390.25              5         598.79
         661.83              5         327.31
          16.83              1         269.54
         145.84              3         251.26
         545.85              6         561.42
         185.50              3         533.11
         220.47              4         400.11
         247.05              3         228.48
         338.95              4         311.12
          96.84              2         443.88
         660.83              7         210.42
          85.40              2         891.25
          95.82              2         594.95
          38.61              1         345.17
         388.56              5         195.28
         294.42              4         419.37
         321.01              4         358.80
         455.79              4         533.47
         226.43              4         310.92
         419.14              5         562.37
         676.68              6         500.36
          87.31              2         464.79
         218.87              4         271.05
          92.42              2         442.76
         127.17              3         484.72
         192.54              3         501.19
         133.25              3         483.03
         234.61              3         513.69
         509.37              3         337.27
         108.81              3         530.05
          17.99              1         475.97
          75.99              2         202.94
          88.62              2         476.38
         109.12              2         347.02
         123.13              3         581.01
          23.76              1         664.17
         326.95              5         547.00
         186.93              2         417.09
         124.42              3         633.26
         476.84              6         219.19
         459.12              6         465.85
         377.56              6         421.88
          22.56              1         489.39
         537.23              4         487.91
         594.79              5         483.47
          52.88              1         317.49
          64.50              2         282.51
         189.12              4         556.09
         273.44              4         490.71
         202.77              3         671.76
         133.53              4         210.74
         223.96              2         345.65
         102.69              2         559.66
         335.55              4         582.22
         237.29              4         321.38
         311.67              3         312.52
         481.65              4         497.07
         489.85              4         374.74
         284.84              4         309.97
          55.31              2         282.52
         513.61              5         303.93
         243.43              4         290.21
         130.51              3         666.62
          87.93              2         702.57
         546.03              6         338.97
         649.16              7         309.71
         142.61              2         255.94
          28.04              1         584.66
         248.42              4         315.20
          95.54              2         252.11
         152.24              3         377.07
         179.98              4         334.66
         296.60              4         301.17
         321.71              4         426.50
         323.03              5         419.10
         548.58              7         457.41
         297.50              5         571.59
         176.71              3         322.31
         374.15              3         392.78
         561.02              7         239.43
         520.59              6         739.44
         228.37              4         208.52
         149.47              3         886.49
         339.80              6         380.74
         216.77              4         569.11
         203.90              3         522.02
         367.73              3         419.52
         161.91              4         182.70
         297.49              4         484.92
          83.87              2         515.58
         448.47              4         392.95
         438.86              5         482.14
         130.46              3         556.76
         491.66              6         260.06
         142.84              3         382.54
          74.10              2         321.93
         345.23              6         414.62
          60.87              2         763.41
         550.80              7         324.54
         167.65              3         550.15
          25.72              0         456.91
         428.52              6         420.91
         724.37              7         324.20
         673.59              7         412.86
         138.38              3         442.37
         103.79              3         411.67
         449.49              5         585.02
          56.39              1         266.27
         138.79              3         318.18
         149.71              3         470.34
         261.60              4         681.23
         310.53              4         422.72
         141.03              3         310.79
           3.16              0         401.95
         422.86              5         505.31
         290.92              3         603.81
         140.99              3         616.19
         329.59              3         681.52
          99.44              2         773.39
         170.69              4         486.95
         142.83              3         235.34
         114.94              3         465.79
         106.43              3         379.18
         305.42              3         276.59
           9.21              0         346.47
         119.12              3         735.16
         574.20              6         224.79
          29.38              1         296.34
         139.25              2         764.74
         197.52              2         255.92
          66.52              2         429.35
         745.71              7         259.49
         160.99              3         465.15
         276.38              3         840.78
         499.63              6         341.92
         488.40              6         309.11
         438.07              5         449.65
         325.53              5         703.78
         226.92              4         378.90
         277.72              5         471.67
         195.19              3         666.21
          88.57              2         215.53
         104.97              2         616.18
         200.03              3         650.20
         569.16              5         205.89
         459.69              5         360.59
         224.46              4          66.09
         138.13              3         456.35
          96.86              2         748.82
         276.92              4         307.69
         314.02              3         458.28
         196.78              3         221.85
         129.32              3         770.71
          58.25              1         578.31
         307.67              6         470.65
          39.92              1         469.16
         241.79              4         520.89
          69.09              1         343.66
         522.57              7         226.38
         153.29              3         449.82
         603.05              6         415.57
         509.92              7         469.64
         245.22              3         432.16
         384.57              5         453.92
         327.93              5         409.52
         587.43              5         551.81
         276.27              4         401.56
          92.45              2         720.20
         317.78              5         398.32
          47.69              2         446.54
         219.01              5         701.71
          59.92              2         329.82
         117.39              3         317.01
          91.18              2         362.89
         480.14              5         337.17
         626.86              7         431.82
         431.51              6         452.48
         154.01              3         553.52
         391.05              4         210.31
         809.74              6         341.92
          68.90              2         480.15
         356.56              6         338.88
          93.02              2         331.99
         372.90              5         534.13
         174.97              3         315.76
         300.98              4         318.99
         522.05              5         500.82
         256.54              4         466.78
          32.24              1         465.11
         117.18              2         421.65
         567.46              6         330.99
         363.13              5         672.15
         474.22              5         404.88
         381.90              5         546.64
          54.99              2         634.62
         190.67              3         202.95
         603.35              7         426.14
          45.58              1         362.75
         377.13              4         119.92
         106.03              2         587.23
         150.70              3         250.18
         282.99              4         460.97
         406.20              6         209.93
         145.54              2         616.06
          91.97              2         247.85
         105.41              2         211.34
         571.00              5         565.57
         197.71              2         779.45
         485.51              7         245.92
         143.48              3         353.38
         381.27              4         698.55
         160.73              2         240.06
         211.49              4         667.87
         173.56              4         252.44
         719.37              4         248.16
         266.96              4         586.57
         418.57              5         535.57
         454.96              5         456.15
         101.17              2         401.30
          97.19              2         310.83
          69.09              2         548.30
         594.32              8         399.13
          19.84              0         602.53
         312.75              4         271.34
         218.34              3         404.12
         109.43              2         714.79
         113.11              2         303.66
         345.08              4         226.95
          21.64              1         489.88
         384.02              5         467.96
         313.19              5         293.33
         321.25              5         398.99
         410.07              4         620.24
         215.51              4         203.48
         189.71              2         443.19
         336.68              5         544.30
         574.81              5         499.56
         428.93              6         260.43
          97.14              2         267.49
          44.56              2         709.95
         560.89              5         392.83
         220.74              3         290.74
         817.87              6         172.88
          72.39              2         905.57
         133.38              3         573.48
         430.50              4         506.61
          58.05              1         481.85
         234.24              3         650.63
         475.42              6         540.06
         403.20              6         470.11
         211.47              3         666.55
         458.43              5         574.55
         492.12              5         470.54
         117.25              3         740.15
         220.47              4         644.38
         158.63              3         362.53
         199.82              3         656.64
         474.44              4         302.93
          24.50              1         358.58
         244.89              4         352.58
          59.85              2         442.40
         183.34              4         274.46
          68.54              2         455.22
         156.78              3         435.77
         623.00              8         177.46
         224.36              3         402.48
         405.15              6         170.57
         279.58              3         466.19
         505.62              5         192.40
         360.12              5         499.63
         397.01              5         525.47
         268.79              5         759.62
         243.33              4         524.13
          40.15              2         341.18
         305.72              3         369.15
         629.31              8         479.82
         612.70              6         233.23
          98.40              1         285.19
          77.97              2         219.49
         247.19              4         694.33
         351.22              4         378.79
         672.19              6         176.83
         187.43              3         350.36
         223.32              4         415.75
         425.45              5          85.59
         387.74              4         467.25
          29.46              1         481.13
         242.06              4         321.73
          49.58              1         599.93
         307.29              4         413.77
         450.85              5         219.60
          75.29              2         482.62
         409.41              4         673.19
         283.48              5         168.44
         357.58              4         394.39
         436.78              5         323.34
         410.50              5         321.46
         368.10              5         195.93
         257.03              5         714.78
         664.96              7         304.40
         345.40              5         606.55
         221.56              4         604.60
         361.19              6         434.05
         516.53              6         562.68
         394.41              4         459.51
          45.65              1         386.80
         376.77              6         273.20
         496.69              6         461.83
         258.17              3         163.41
         779.57              6         253.56
          10.31              0         484.15
         163.68              3         583.22
         134.67              3         570.73
         403.48              6         233.49
         357.32              5         395.67
         112.17              3         651.05
         350.45              4         640.72
         822.11              7         175.46
         513.90              6         457.50
         424.12              5         687.79
         140.11              3         607.89
         194.13              3         686.73
         421.70              5         680.70
         228.07              3         459.80
         251.34              4         621.59
         180.12              3         254.10
          73.34              2         160.74
         188.43              4         325.60
         428.42              5         500.90
         133.42              3         203.24
         178.77              3         612.69
         502.94              7         310.37
         406.78              6         238.55
         586.67              7         395.44
         377.29              5         127.38
          79.73              2         731.97
         382.60              5         386.56
         131.58              3         293.19
         452.74              6         636.98
         192.45              4         562.97
         195.78              2         664.93
         181.43              2         748.07
         297.50              4         430.22
         158.42              3         570.99
         629.13              7         479.27
         274.84              3         365.50
         532.24              6         256.71
          92.17              3         573.70
         465.36              6         294.34
         347.30              4         582.20
          42.49              1         459.36
         355.85              4         176.16
         262.38              5         255.63
         106.76              2         267.85
         183.29              3         532.10
         294.28              3         400.43
         130.41              3         439.16
          90.01              3         269.68
         446.45              5         236.78
         100.50              2         809.58
         224.43              2         470.32
         419.17              4          44.65
         270.55              5         465.36
          44.76              1         469.54
          28.23              1         410.53
         137.48              2         485.97
         201.49              3         429.04
         217.30              4         435.33
         160.48              3         459.69
         157.82              4         161.08
          77.16              2         816.19
         243.49              4         628.21
          65.75              1        1003.31
         158.74              3         415.18
         139.11              2         428.66
         274.65              5         674.54
         114.32              3         673.12
         213.44              3         768.21
         400.01              6         365.62
         158.07              3         852.61
          42.29              1         758.81
         298.63              4         590.21
         219.20              4         345.12
          56.45              2         388.56
         123.26              3         519.71
         617.77              7         225.27
         390.97              5         537.14
          44.77              2         463.32
         425.95              6         151.44
         158.64              2         358.17
         575.01              4         224.03
         737.42              5         291.99
          20.59              1         694.68
         545.77              7         465.47
         438.63              6         498.00
         719.73              9         273.45
         548.55              6         569.70
         524.22              6         526.47
         326.59              4         604.64
         334.13              4         547.78
          38.98              1         556.69
         222.16              3         444.86
         331.33              5         489.41
          39.11              1         585.41
         398.52              6         377.93
         197.96              2         300.87
          73.11              2         225.02
         469.81              6         489.31
         197.65              3         180.53
         164.02              3         444.66
         195.26              2         628.77
         278.37              5         178.14
         208.47              4         427.18
          12.52              1         249.61
          77.16              2         449.73
         229.58              4         615.39
         366.77              6         348.40
         261.49              3         559.04
         504.67              7         185.12
         421.96              5         542.00
         154.01              3         730.21
          36.47              2         532.26
         674.72              5         562.24
         465.45              5         536.78
         487.60              3         423.62
         232.70              4         399.06
         167.68              4         526.41
         133.80              3         484.50
         455.42              6         491.43
          75.76              2         528.43
          75.60              2         702.22
         395.38              5         372.75
          50.99              2         630.34
         255.76              4         572.04
         279.16              4         411.95
         362.06              5         334.04
         170.54              2         563.89
         370.04              4         379.24
         844.86              9         163.84
          24.89              1         244.01
         196.56              4         546.02
          14.36              1         442.02
         200.16              4         484.92
           1.22              0         373.73
         358.15              6         174.38
         110.23              3         240.92
         286.65              5         351.64
          67.43              2         429.44
         111.95              2         321.54
          76.65              1         173.13
         317.68              4         637.66
         174.47              3         467.89
         468.44              6         283.95
         171.15              4         230.19
         567.29              5         298.98
          22.06              1         348.95
         452.31              4         325.13
         235.67              3         636.03
         200.85              3         433.16
          98.79              2         380.57
          86.93              2         173.50
         217.92              3         722.90
         643.46              7         326.49
          97.29              2         277.38
          72.95              1         552.26
         336.10              4         305.98
         650.56              6         421.95
          12.37              1         418.23
         279.49              5         134.15
          53.13              1         350.99
         308.70              4         281.34
         155.41              4         690.54
         477.94              5         531.77
          38.51              1         388.04
         438.87              3         223.53
         523.34              6         464.54
         482.24              5         420.25
           2.92              0         560.77
         453.01              5         286.90
         109.68              2         485.84
         231.10              4         210.05
         300.67              3         591.98
         115.54              2         764.81
         372.03              5         228.69
         364.69              4         609.55
         265.05              3         559.09
         158.67              2         530.47
         382.36              4         467.08
         180.55              3         530.25
         388.20              5         542.64
         340.20              5         505.81
         185.76              4         235.24
         294.62              3         233.03
          56.03              2         474.11
         230.50              3         404.88
         496.78              6         619.19
         531.82              5         444.30
         661.22              5         445.82
         252.54              4         252.85
          51.80              1         532.78
         301.62              3         212.96
         171.44              2         425.63
         150.70              3         532.50
         532.23              3         461.57
         318.53              4         294.20
         364.06              6         153.66
          78.44              2         419.51
         108.04              2         627.06
         470.48              5         378.82
         299.68              4         401.68
         192.44              4         261.29
         118.04              2         359.17
         266.77              4         250.30
         310.17              5         415.47
         236.82              3         325.43
         301.40              4         286.28
         104.59              2         313.71
         713.67              8         263.62
         158.18              3         230.03
         186.06              3         612.25
         302.45              5         313.35
         314.16              5         174.17
         488.48              5         453.08
         430.97              5         303.05
         186.30              3         473.73
          36.42              1         430.48
          10.12              0         250.47
         331.16              4         279.37
         273.35              4         355.40
         149.12              3         512.00
         233.88              4         328.12
         625.72              6         538.16
         458.60              7         576.94
         399.21              5         531.14
          56.10              2         292.55
         152.98              3         134.71
         452.86              6         498.86
          99.27              3         438.18
         310.77              6         837.12
         412.00              5         677.53
         154.05              3         821.72
         308.59              5         291.69
         401.71              5         528.51
         556.72              5         638.33
         240.42              3         613.29
         263.86              3         366.54
          89.52              2         658.99
          83.71              2         434.85
         326.10              5         337.96
         330.76              5         537.11
         291.49              4         369.54
         253.69              4         603.08
         232.56              3         506.45
         254.66              2         278.55
          80.57              2         497.77
          52.06              1         298.66
         538.48              6         146.08
         329.89              5         211.09
          91.91              2         396.26
         857.84              6         206.67
         118.38              3         211.27
         201.57              3         500.39
         462.42              6         316.90
         674.19              7         109.87
          27.78              1         402.40
         486.40              6         394.55
         683.73              6         334.70
         283.25              3         539.64
         251.74              4         321.58
         382.37              5         411.61
         530.97              6         677.02
         116.59              2         419.60
         266.77              4         448.73
         279.07              5         494.99
         169.79              3         324.79
          84.43              2         453.15
         348.34              5         509.78
         188.60              3         403.08
         203.20              4         532.57
         256.38              3         687.02
         506.92              6         431.90
          82.86              2         491.96
         288.77              5         548.34
         466.31              5         452.19
         249.33              4         830.21
         658.38              6         226.58
         248.34              4         292.77
          70.32              2         724.24
         256.70              3         417.59
         458.13              4         685.45
         183.15              4         423.39
         103.77              3         313.83
         135.82              2         154.50
         158.81              4         610.10
         323.84              6         519.73
         403.73              6         242.29
         170.08              4         584.98
         132.24              2         661.54
         531.35              5         262.11
         154.29              2         770.57
          38.04              1         526.50
         619.09              6         347.74
         184.20              3         455.60
         275.48              4         318.45
         159.33              4         177.75
         523.95              5         284.66
         171.53              3         446.70
         663.23              6         287.74
         222.54              4         549.29
         321.48              6         510.28
         169.10              4         630.80
         191.72              4         268.29
         160.36              4         438.43
         538.42              6         415.79
         123.11              2         207.44
         667.74              7         356.46
         240.71              4         571.67
         407.83              5         384.88
         240.29              4         503.22
         453.46              4         264.33
          75.25              2         345.82
         148.42              3         247.21
          77.11              2         510.03
         204.15              4         405.57
         307.81              5         395.43
          88.71              3         302.45
         130.28              2         624.78
         114.26              2         367.89
          60.29              1         553.21
          94.47              3         640.64
          53.97              1         412.75
          89.94              2         539.25
          57.11              1         539.46
         157.09              3         327.05
         579.25              8         319.67
         376.28              4         334.26
         409.05              4         519.55
         270.84              4         477.20
         251.58              5         314.02
         177.61              3         299.83
         392.73              5         210.44
         168.94              4         421.91
         389.21              5         465.47
         198.99              3         735.25
         117.74              3         574.95
          83.75              2         429.41
         399.98              5         292.94
         540.91              6         598.82
         194.87              3         678.34
          55.98              2         609.97
         115.23              2         402.82
         615.21              8         450.18
         321.74              4         573.38
         359.66              4         366.73
         247.16              4         358.99
         105.83              2         554.66
         139.50              2         181.45
         179.16              3         456.25
         151.81              3         735.59
         162.87              4         629.65
          71.01              2         238.82
         249.34              5         342.54
         349.82              4         380.62
          54.60              1         301.61
         164.65              3         764.48
         419.62              5         218.48
         320.06              2         553.62
         103.85              3         309.34
         547.59              6         324.00
         466.07              5         295.83
         155.65              3         404.62
         383.46              4         505.17
         172.44              3         289.53
          84.20              2         600.90
         272.56              4         296.35
         565.12              7         540.22
         614.65              6         511.51
         452.56              4         379.94
         163.00              2         269.49
          97.85              2         388.43
         228.84              3         663.74
         204.82              4         339.56
         103.81              3         558.39
         300.53              5         562.19
         457.44              6         430.09
         348.27              4         451.48
          83.79              2         236.16
         167.03              4         249.66
         512.76              8         418.60
         278.16              4         599.05
         409.59              5         435.63
         170.68              4         281.97
          79.53              2         653.55
         250.18              4         791.53
         102.61              2         338.22
         494.96              7         492.54
         396.25              4         587.79
         198.76              3         613.85
         124.60              3         550.69
         160.22              4         397.40
         108.37              2         573.20
         205.06              2         483.85
         188.75              3         301.31
         188.82              4         441.25
         213.69              4         152.84
         299.97              4         308.42
         359.95              4         605.85
         150.13              4         763.51
         527.05              5         219.20
         424.02              5         354.64
         144.71              3         194.20
         619.52              5         524.60
         426.56              5         281.10
         765.08              9         400.92
         420.26              5         288.73
         622.92              5         213.73
         228.37              3         372.62
         306.17              5         709.20
         206.65              4         101.86
          99.61              2         243.88
         375.52              4         772.26
         405.96              5         503.66
         109.56              3         638.56
         392.19              5         292.05
         110.14              2         318.16
         416.36              5         337.34
          63.33              2         405.38
         409.65              6         223.78
         455.66              6         361.60
          97.64              3         656.72
         115.90              2         782.48
         102.55              3         600.90
          55.35              2         604.73
         304.78              4         250.39
         598.66              6         577.65
         136.36              2         200.13
         456.54              4         357.22
         359.03              2         283.36
         142.49              3         498.83
         266.35              3         582.98
         493.79              5         202.92
         152.67              2         633.31
         123.10              2         542.99
         142.80              3         606.30
         473.27              4         289.50
          27.20              1         361.34
         383.14              5         613.54
          52.04              1         303.79
         237.98              4         425.90
         373.64              4         209.07
         480.79              6         303.42
         239.25              4         194.22
         237.21              4         284.55
          38.85              1         526.54
         277.40              5         453.91
          38.09              1         402.58
          43.60              2         376.63
         199.26              2         333.05
         227.27              3         315.79
         265.82              4         829.41
         475.70              6         305.56
          62.53              2         332.76
          96.87              2         796.55
         560.21              5         263.04
         199.50              3         576.48
         448.93              5         565.62
         313.35              4         656.60
         476.01              4         604.48
         111.42              2         569.46
         253.44              4         488.84
         178.31              3         356.67
          35.21              1         396.08
         519.23              5         430.31
         477.63              5         513.00
         203.87              3         305.75
         332.96              4         520.72
          71.01              2         604.48
         115.80              2         453.29
         677.09              9         399.14
         139.62              3         641.56
          50.70              2         426.79
         248.98              4         399.40
         312.85              5         649.29
         249.84              3         391.22
          89.15              2         362.57
          88.20              2         604.70
         265.62              5         563.40
         129.93              3         530.19
         612.71              7         244.03
         441.40              4         314.16
         428.80              4         570.90
          16.96              1         365.81
         318.63              6         184.72
         194.31              2         566.15
         483.12              6         535.82
          15.35              1         268.24
         318.62              4         694.13
         195.39              4         283.65
         189.63              4         253.72
          91.69              1         387.98
         231.94              3         681.57
         374.99              3         310.09
          44.81              2         134.22
         630.00              6         445.76
         287.20              4         620.22
         139.64              2         226.43
         246.89              4         513.78
          78.38              2         401.90
         227.92              3         396.95
         178.34              4         397.55
         205.25              4         625.19
          58.00              1         455.84
         632.39              5         402.94
         117.31              2         502.40
         201.53              3         649.74
          45.53              2         549.20
         138.05              3         270.11
         230.17              3         553.34
         116.41              2         768.03
         425.22              5         187.31
         144.99              3         181.60
         128.59              3         515.69
         110.36              2         117.37
          21.71              1         180.51
         515.45              5         195.49
          73.60              2         309.20
          55.84              2         721.20
         407.10              6         542.72
         219.47              4         350.95
         548.76              7         544.96
          78.85              2         216.14
         743.36              7         330.17
         291.18              5         344.58
         212.07              4         362.84
           8.34              0         487.56
          82.92              2         676.29
         550.32              6         367.33
         273.87              3         163.81
         390.71              5         267.41
         246.71              4         879.50
         523.01              6         536.18
         607.88              6         521.50
         498.94              6         355.07
         433.40              5         318.36
         467.28              7         424.04
          97.29              3         855.17
         513.65              5         281.81
          95.51              1         238.01
         306.72              4         657.56
          82.26              2         589.83
          39.06              1         943.49
         299.90              4         387.53
         346.93              5         598.26
          92.68              3         503.35
          26.53              1         753.68
         327.88              5         343.49
         531.10              6         247.49
         213.18              4         777.38
         134.54              4         833.05
          85.08              2         709.34
         342.75              5         545.51
          75.81              1         328.84
         345.10              5         310.98
         240.72              3         523.70
         102.14              2         351.54
          37.76              2         441.59
         867.04              8         279.52
         311.72              4         523.61
         249.57              4         515.22
         268.14              5         420.99
         211.24              3         429.58
         295.29              5         744.45
          75.31              2         778.87
          53.94              2         356.49
         234.31              4         469.58
         608.57              5         454.25
         418.76              5         370.50
         118.51              3         468.59
         187.51              3         880.24
         113.57              2         190.29
          38.19              1         524.54
          33.16              1         679.69
