    #Hard_water    #Hard_water    #Hard_water
   #Erot(W)cm-1             #J    #Speed(m/s)
         275.17              3         280.98
         390.32              6         727.07
         271.06              4         202.25
        1020.60              8         835.75
         426.17              5         313.98
         285.51              3        1303.74
         106.36              3         298.16
          56.78              2         142.75
         317.04              4         454.87
         647.21              8         248.99
         525.80              5         519.89
         288.69              4         532.49
         211.71              3         566.84
          41.77              1         350.16
         242.78              4         932.47
         595.00              6         209.35
         148.34              3         520.13
         841.17              8         359.97
         233.23              4         858.76
         366.78              4         621.96
         171.47              2         353.61
         797.96              7         472.49
         208.98              3        1230.81
         139.00              2         225.84
         136.05              2         927.53
         218.37              3         827.27
        1000.37              9         199.27
         666.76              6         687.81
         416.56              5         337.92
         488.60              4         729.82
         527.64              6         320.96
         663.58              6         351.28
         157.27              3         192.64
         150.39              3         179.45
          50.10              2         265.12
         126.47              3         232.42
         315.38              4         247.49
         241.26              4         369.03
         249.69              3         341.05
         831.00              8         683.64
         160.31              3         520.63
         243.35              4         704.48
         298.91              5         419.69
         142.43              2         565.47
         938.56              9         881.44
          60.88              2         928.90
         150.28              3         161.72
          80.98              2         737.03
         210.32              4         238.61
        1173.51              9         889.98
          67.06              2         603.25
         286.85              5         277.55
         416.68              4         356.67
         850.21              8         238.34
         631.46              6         493.93
        1381.22              7         469.96
         867.08              7         295.31
         173.54              3         210.40
          90.40              2         631.45
         401.29              5         261.29
         166.37              3         546.21
         122.93              3         806.86
          59.73              1         824.02
         392.83              4         475.23
         821.50              6         513.79
         160.60              3         855.89
         418.81              5         635.41
         582.32              7         229.38
        1186.88             11         466.89
         160.76              2         176.00
         116.39              2         502.55
         149.35              3         170.05
         483.76              6         138.71
        1079.35             10         572.03
         105.75              2         224.12
          45.16              2         543.60
         206.45              3         170.00
        1024.35              7         305.78
         461.39              5         660.47
         450.77              4         386.75
         388.25              5         602.63
         851.37              6         338.51
          20.09              1         509.29
          32.45              1         612.66
         116.52              3         384.54
         174.97              3         368.67
        1640.41              9         193.34
         347.22              5         658.33
         117.90              3         563.00
         209.38              4         817.31
         255.30              3         774.01
         352.57              5         329.25
          76.03              3         221.39
         626.36              8         354.13
         187.48              3         822.83
         107.54              2         144.63
         309.36              5         325.55
         411.12              6         270.45
         161.70              3         468.69
         319.36              4         185.26
         313.72              5         496.26
         125.66              2         624.97
         136.29              2         730.79
        1353.56              6         389.22
         278.41              3         547.34
         226.50              2         503.11
         128.84              2         505.20
         251.31              4         518.40
         248.45              4         439.70
         165.26              2         378.20
         152.17              2         537.23
         296.32              5         514.27
         166.18              4         288.70
         360.42              5         414.73
         191.36              4         278.91
          76.85              1         532.95
        1991.71             10         359.50
         323.50              6         536.75
         732.20              8         154.77
          22.69              1         265.16
         432.31              6        1173.07
          39.19              1         477.19
         358.17              6         354.23
         741.02              7         471.22
          25.27              1         253.00
         264.91              4         457.57
         401.31              5         272.36
         106.68              2         328.19
         430.73              6         206.13
         124.10              2         976.13
        1769.11              5         439.26
         939.24              8         557.88
         446.14              5         191.74
         443.14              5         327.74
          62.42              1         277.72
         254.36              5         244.15
        1003.79              9         379.98
         328.81              3         358.80
         758.72              7         398.15
         500.33              6         681.00
         106.74              2         618.13
         410.50              4         464.57
          81.32              2         191.78
         381.43              5         250.93
          62.15              2         300.85
        1027.26             10         199.38
         393.29              4         993.95
          65.47              2         535.34
         486.75              6         860.50
         752.97              7         679.99
         219.57              4         655.55
         885.82              9         495.01
         177.22              3         247.25
         251.56              4         588.33
         274.78              3         208.13
          15.99              1         626.58
         712.42              5         402.39
         395.22              6         578.47
          77.71              2         811.50
         844.64              8         785.63
          22.15              1         309.38
         556.12              7         243.27
        1017.52              8         532.42
         629.95              7         795.94
         102.78              2         660.53
         100.63              2         341.07
         324.15              6         661.44
         231.72              4         753.61
         679.12              5         476.05
         430.54              5         220.04
         383.41              5         479.32
         236.38              4         290.28
         187.75              2         631.85
          42.42              2         176.17
         380.52              6         541.09
         183.48              3         216.60
         132.55              2         632.23
         201.54              3         453.25
         225.84              3         557.68
         559.30              6         295.41
         269.52              4         540.91
         136.51              3         703.32
         594.53              5         276.76
         110.67              3         570.90
         154.30              3         485.50
          46.08              2         548.37
         584.77              5         569.40
         306.44              4         781.49
         193.16              3         631.42
         260.98              4         282.98
         427.81              5         672.60
         155.43              3         699.62
         255.98              5         355.84
         590.88              5         334.37
         290.35              4         556.40
         324.02              4         690.10
         360.78              5         587.66
          40.61              1         257.69
          46.51              2         160.97
         463.90              7         579.84
         656.16              5         747.94
         187.53              3         287.42
         299.74              4         562.73
         119.43              3         757.41
         108.09              2         365.62
         192.62              3          57.57
         308.29              5         719.18
         567.60              8         626.61
         449.57              5         744.86
         233.91              4         480.42
         195.83              4         912.51
         544.52              5         544.68
         182.84              3         339.74
         263.34              4        1059.35
          94.69              3         219.51
         244.45              4         402.16
         125.72              3         492.70
         373.03              5         479.66
          63.51              2         469.93
         384.46              4         529.28
         749.80              6         639.23
         165.44              2         162.44
         285.59              4         570.40
         320.62              5         387.19
         234.74              3         509.47
         731.68              8         528.44
         305.42              3         899.93
         853.44              8         191.39
         123.73              2         453.25
         582.75              6         484.45
          68.64              2         398.21
         380.58              3         461.43
         854.01              7         708.77
         382.52              6         704.63
          67.43              1         408.94
         455.00              6        1002.47
          55.20              1         389.06
         506.77              5         421.46
         162.81              3         313.83
         639.82              8         293.55
         202.57              3         468.90
         651.07              6         254.98
          85.93              2         369.46
        1197.30             10         500.19
         506.57              7         171.48
         366.73              6         354.20
          37.77              1        1285.83
         227.15              3         518.15
         769.31              8         165.26
         402.39              6         538.94
         124.37              2         722.03
          75.50              2         315.77
         557.25              5         680.80
         410.20              4         298.70
          75.29              2         499.08
          65.26              2         697.15
          64.74              2         224.63
          53.74              1         272.53
         903.09              7         259.23
         293.61              4         285.79
          37.86              1         624.47
         955.67              7         275.70
          61.50              1         389.28
         533.60              6         243.58
        1015.64             11         457.92
          72.84              2         366.49
         422.76              6         376.12
         154.48              3          59.11
         509.94              5         785.43
         398.86              4         389.87
         205.16              3         446.80
         854.31              7         375.52
         335.00              5         408.59
         160.14              4         457.77
         293.97              5         132.09
         112.47              2         203.10
          34.62              2         436.90
         505.68              6         311.26
         176.09              3         565.85
         379.03              4         775.92
         418.67              4         683.44
         466.92              5         239.40
         231.11              4        1118.26
         442.63              6         171.20
          61.67              1         148.48
         291.23              5         398.14
          88.72              2         653.97
         346.08              5         530.08
         243.31              4         245.69
         251.63              3         882.89
         566.36              7         675.19
         519.09              7         326.38
         443.01              4         709.46
         804.32              6         383.10
          28.71              1         708.40
          85.13              2         421.97
         425.06              7         525.46
         262.12              4         256.70
         766.56              8         366.07
          94.39              2        1132.48
         305.34              4         450.84
         217.45              3         338.35
         161.30              3         582.15
         648.35              7         629.20
          97.68              2         337.36
         376.86              5         887.03
         579.45              5         284.98
          55.74              2         495.58
         242.79              4         273.34
         222.81              3         384.33
         450.95              6         539.01
         369.11              4         613.68
         731.26              7         702.03
         167.73              2         469.29
         223.30              3         541.33
         436.37              4         504.02
        1151.85              8        1014.42
         133.12              2         378.79
          94.24              3         409.58
         373.92              5         500.91
         135.85              3         478.60
         245.21              5         591.75
         317.15              4         193.92
         946.02              9         569.31
         166.36              4         198.26
         330.22              5         537.57
         532.07              6         565.83
         197.47              3         349.46
          94.35              2         251.10
          43.52              1         303.08
        1194.49             11         364.32
         892.51              8         546.72
          91.32              2         486.56
          42.81              2         207.10
         218.45              5        1118.35
          97.43              2         759.97
         287.28              3         377.89
         381.33              5         222.37
          11.66              1         371.59
         971.80              5         510.64
         142.88              2         216.37
         114.05              3         397.90
         290.13              3         239.46
         467.09              6         253.90
         659.12              6         371.29
         250.38              3         438.32
         657.98              6         759.85
         198.61              3         678.29
         825.16              8         499.09
         285.35              4         316.28
        1296.59              6         295.20
          42.69              1         550.52
         104.58              2         405.58
         100.56              2         529.57
         105.93              3         327.28
          52.44              2         606.58
         137.35              3         512.32
         359.37              4         727.86
         437.24              5         696.63
        1021.55              9         260.48
         294.33              5         803.13
         490.40              6         624.81
         915.06              8         392.09
         348.95              5         363.41
         504.89              6         748.29
         582.28              5         352.01
          85.58              2         525.65
         399.55              6         555.34
         218.70              4         780.61
          39.61              1        1140.97
         314.18              3         559.04
         371.74              4         391.18
         249.15              3         418.36
          78.49              2         836.02
         417.35              5         214.90
         385.47              6         168.00
         110.79              2         224.35
         393.43              5         637.93
          24.64              1         554.88
         364.05              5         172.89
         106.67              3         347.71
         251.60              4         436.75
         678.50              5         332.12
          83.99              2         318.08
         394.84              6         295.39
         172.64              3         126.15
         261.82              5         629.78
         270.90              4         414.96
         248.75              3         559.89
          27.05              1         352.50
         657.85              5         707.37
           7.77              0         324.62
         806.30              6         267.54
         605.48              7         294.88
         672.79              4         610.25
         190.01              3         316.18
         155.59              3         569.55
         167.97              2         481.76
         358.12              5         887.85
         677.55              5         542.93
         529.99              5         462.14
        1100.83              6         391.80
         239.79              4         348.39
         186.75              3         334.39
         102.04              2         554.94
          27.48              0         157.90
         826.75              7         457.69
         272.80              5         242.45
         858.03              7         541.89
         160.66              4         635.15
          37.51              2         334.81
         371.02              5         159.76
         129.14              3         261.79
         237.61              3         378.53
         307.35              5         152.19
         391.84              5         694.98
         993.04             10         518.74
        1091.91              8         463.71
         170.41              4         242.99
         665.16              6         133.02
          89.77              2         291.44
         215.09              4         598.78
         769.13              8         570.15
         201.88              3         607.07
         557.91              6         595.80
         681.00              4         515.81
          36.37              1         368.83
          93.91              3         215.23
         670.21              6         786.66
         710.78              7         277.76
         222.98              3         433.70
        1524.40              9         628.67
          52.06              1         401.98
          85.09              3         469.28
          24.32              1         521.32
         227.43              4         555.55
         354.59              6         390.40
         601.51              6         387.87
         977.33              7         447.74
          74.26              1         140.28
         102.33              1         617.02
          37.72              1         756.33
         661.73              5         645.67
         269.25              5         321.94
         113.71              2         415.75
         340.65              5         501.37
         293.31              4         475.28
         260.33              3         474.11
         118.49              2         786.30
         246.45              4         227.54
         317.23              3         338.13
         247.14              4         211.91
         184.20              3         142.89
          10.97              0         665.56
         253.94              3         911.48
         190.07              4         195.21
         132.53              3         413.02
          75.46              2         314.41
         470.37              5         152.81
          28.96              1          76.92
         447.00              4         495.65
         368.44              4        1076.92
         147.78              3         505.69
         412.34              5         237.46
         312.22              4         753.75
         671.88              8         551.86
          41.51              2         271.53
         476.28              6         837.55
         324.42              5         581.85
         390.87              5         529.03
         324.44              5         172.10
          63.84              2         255.39
         287.78              3         752.55
         404.67              4         224.95
         495.31              6         359.89
          94.26              2         492.73
          45.88              1         586.89
         311.84              3         518.41
         910.45              8         364.23
          89.79              3         598.10
         298.48              4         562.86
          93.00              2         371.81
         337.03              6         486.25
          80.93              1         460.23
         210.41              3         673.51
         251.79              4         292.23
         939.66              8         574.01
         271.69              4         366.50
         684.24              8         284.62
         531.74              7         574.26
         129.77              2         585.81
         383.80              5         458.48
         181.47              3         416.11
         641.51              6         712.43
         599.77              6         584.90
          86.24              3         437.40
         487.24              6         214.64
         249.15              4         644.33
         203.24              4         495.23
         121.01              2         420.52
         708.50              5         377.33
         102.95              3         533.97
         262.87              5         939.12
         471.88              5         428.38
         534.75              3         282.79
         235.60              3         601.94
         406.55              6         530.66
         341.24              4         306.02
         114.94              3         225.15
         392.68              4         120.23
         501.45              5         640.57
         207.38              4         321.38
          71.60              2         364.19
         365.72              5         571.53
          94.01              2         477.10
          55.61              2         548.28
         270.64              4         883.73
          96.85              3         303.26
         259.62              5         375.74
         273.52              4         271.59
         445.52              6         840.75
         268.02              4         204.80
          30.46              1         441.88
         369.39              5         512.80
         384.01              3         766.09
         407.18              5         737.58
         313.19              4         530.59
         421.28              6         878.83
          79.01              2         376.76
           6.77              0         709.14
         653.73              5         524.75
          12.60              1         283.36
          35.96              2         732.69
          14.22              1         503.65
         287.91              5         353.80
         192.74              3         346.30
         691.07              7         407.55
         297.99              4         298.45
         220.75              3         653.83
         235.74              3         494.38
         410.91              6         339.54
         215.46              4         443.90
          71.16              2         576.26
          32.34              1         322.18
         211.02              4         677.02
         430.06              7         655.65
         393.87              6         173.77
         502.85              5         291.94
         184.02              3         269.42
          80.70              2         245.43
         647.17              8         668.57
         360.12              4         459.78
         808.76              6         575.93
         713.55              9         656.29
         818.09              9         465.00
         181.14              3         250.50
         211.09              2         720.85
         580.26              6         144.25
         542.81              7         195.26
          42.99              2         395.02
         601.40              8         454.27
         287.02              5         457.12
         676.46              7         604.91
         546.66              4         633.43
         318.99              5         843.78
         192.22              3         645.81
           9.19              0         163.50
         756.04              6         618.64
         474.14              6         400.56
         508.87              5         314.65
         106.74              2         340.65
         168.51              4         550.14
        1120.93              8         623.85
         269.06              5         328.26
         162.41              4         630.26
         224.01              4         512.67
         460.01              5         422.55
         187.14              4         483.35
          27.84              1         383.80
          61.30              2         604.48
         287.28              5         629.91
         262.78              3         819.42
         352.92              5         851.42
         832.64              6         348.80
         318.19              4         555.44
        1135.37              6         276.21
          57.99              2         331.14
         233.71              4         419.42
          88.14              2         175.86
         875.72              9         498.59
         640.48              7         936.51
         467.47              6         233.80
          63.33              2         326.81
         680.43              7         275.67
         125.69              2         463.31
         304.65              4         354.49
          91.01              3         597.14
         267.36              4         286.79
         268.14              4         312.52
         104.72              2         431.15
         304.29              4         615.16
         502.84              7         508.41
          68.77              2         498.85
         737.45              8         182.94
         423.76              6         246.65
         269.66              5         243.10
         112.05              2         315.55
         774.21              8         523.15
         231.99              3         319.92
         203.39              4         902.78
        1190.88              9         691.31
          69.44              2         477.31
         640.70              7         660.10
          19.79              1         386.12
          42.61              1         480.02
         741.23              5         437.51
         125.38              3         422.04
         620.96              6         452.12
         162.94              3         135.04
          59.16              2         291.54
         126.39              2         220.03
         221.95              4         751.01
         104.97              3         354.71
        1247.58              9         522.55
         497.17              5         474.20
          54.73              2         523.96
          67.00              1         452.30
         670.03              5         544.96
         403.02              6         695.41
        1036.62              9         391.60
        1119.80              7         540.94
         254.89              4         488.51
         321.30              5         411.22
         215.10              3         209.99
         174.93              3         477.51
         148.38              3         442.25
         317.17              4         142.50
         466.20              6         627.63
         190.54              4         396.05
         426.19              4         247.21
        1292.75              8         539.48
         769.52              9         512.97
         211.70              3         296.08
         723.88              6         233.57
          97.37              2         325.88
         308.56              4         396.45
         449.08              4         408.82
         444.68              5         516.77
         265.16              4         634.86
         126.16              2         671.20
         581.99              6         302.62
         719.13              5         655.10
         173.60              2         359.25
         493.99              5         659.86
         538.50              6         317.97
           9.41              0         344.64
         120.43              2         385.95
         447.41              6         617.41
         259.24              4         725.47
         654.90              6         109.36
          24.51              1         539.82
          99.01              2         744.39
         427.32              6         292.87
         225.72              4         274.38
         151.38              4         456.16
         552.54              7         448.91
         208.91              3         520.20
        2245.88             12         162.96
          58.00              1         188.56
          66.71              2         423.54
         139.10              2         273.20
        1201.88             11         507.81
         494.64              4         655.36
         425.26              4         532.64
         128.12              3         843.60
        1101.03              9         361.30
         208.98              4         348.78
         613.19              5         613.99
         167.70              3         284.91
          39.18              1         741.12
         295.16              5         578.14
         206.04              4         637.13
         161.32              3         433.54
         479.55              6         284.21
         551.14              4         448.26
         512.55              6         443.21
         299.55              5         350.60
         296.98              5         321.12
         237.00              5         328.73
         353.78              4         401.35
         447.93              6         384.61
         122.56              3         679.91
          58.82              1         291.23
         192.74              4         674.56
         705.11              6         288.32
          92.55              2         495.89
         319.55              5         385.55
         150.14              3         440.19
         115.30              3         570.38
         305.54              3         609.83
         233.05              3         330.40
         247.07              4         377.60
         137.58              3         861.95
         678.08              6         534.45
          30.33              1         238.96
         208.58              4         447.29
         449.67              5         309.53
          74.33              2         745.20
          78.56              2        1073.01
         273.86              4         389.31
         269.14              5         421.26
         635.15              5         815.70
         149.92              3         553.42
         789.40              7         700.64
          26.26              1         429.95
         796.78              8         290.46
         452.29              7         533.67
          63.20              1         305.68
         808.00              8         700.06
         706.69              7         432.13
         557.35              6         757.73
         189.55              3         679.82
        1053.04              6         580.49
         392.43              6         368.27
          66.85              2         481.76
         194.70              2         323.39
         458.88              6         597.26
          87.88              2         551.74
         536.88              6         461.34
         642.68              6         418.84
         607.23              6         714.27
          96.92              3         462.90
         189.75              4         581.62
          64.21              2         809.62
         721.74              5         600.14
         405.37              6         274.18
         576.34              6         180.64
         694.19              7         664.63
          43.53              1         546.77
         606.05              6         511.69
         119.71              3         272.41
         402.50              5         324.65
        1206.71              8         197.20
        1581.76             10         577.33
         195.78              4         497.46
         153.11              3         391.87
         120.30              2         773.02
         373.97              4         546.99
         585.87              5         409.27
          16.71              1         745.27
         544.58              5         718.20
         253.26              4         643.86
         354.84              4         473.08
         227.97              4         936.34
         513.30              6         356.90
         461.37              7         399.54
         298.98              6        1335.86
         433.94              5         470.55
         244.95              4         692.99
         326.94              6         356.78
         720.25              7         458.23
         225.21              3         343.03
         528.69              5         269.75
         186.52              4         490.37
         174.32              3         219.21
         533.47              5         645.03
          21.33              1         331.15
         249.26              2         219.94
         489.68              6         609.37
         564.45              6         640.82
         590.58              6         376.44
         263.18              5         822.75
         180.03              4         266.17
         177.64              3         836.60
         720.73              6         251.42
          29.16              1         124.47
         862.31              9         493.58
         865.76              7         492.27
         167.43              3         670.21
          73.71              2         506.01
         294.36              5         253.91
          50.96              1         402.54
          54.57              2         209.25
         127.32              3         166.57
         561.91              7         192.89
         121.22              3        1094.78
          88.82              2         358.63
          68.27              1         546.03
         184.62              4         429.46
         172.14              3         495.82
         903.63              6         253.48
         737.58              9         550.41
         499.49              6         909.42
         287.71              4         653.31
        1994.76             10         422.28
         484.64              3         684.30
          53.94              2         310.18
         696.35              5         767.73
         776.85              6         640.85
         446.25              6         569.49
          86.46              2         156.39
         230.69              3         216.51
         713.11              7         222.24
           3.14              0         450.00
         648.21              7         651.77
         505.24              7         232.74
         782.82              6         458.85
         432.55              5         227.43
         752.46              8         556.36
         210.36              2         618.92
          73.68              2         634.35
         950.95              8         450.02
         323.37              5         394.52
         180.90              3         362.48
         142.51              2         558.61
         569.63              5         236.02
          50.99              2         554.47
         375.06              4         769.93
         323.54              2         135.29
         629.21              6         761.74
         971.50              8         447.33
         115.41              2         565.34
          44.83              1         460.58
         526.17              7         538.30
        1386.65             11         195.72
         292.39              4         533.82
         211.47              4         614.33
         354.41              4         334.14
         402.81              5         513.26
         329.19              4         351.62
         551.10              3         338.95
          88.61              2         423.96
        1112.25              5         512.00
         619.21              6         581.10
         290.37              4          90.33
        1685.16              6         448.38
         798.59              7         557.84
         358.39              6         310.23
         289.52              3         459.10
          85.13              1         636.10
         638.60              6         500.23
         289.71              4         227.87
         115.84              3         465.91
         584.03              7         513.86
         241.76              5         208.12
         390.88              5         328.51
         342.52              3         427.45
         470.53              5         710.73
         454.61              4         565.54
         863.17              8         354.40
         952.15              6         289.52
         571.99              5         375.51
         302.05              5         529.85
         453.02              6         155.73
         646.33              4         569.10
         621.38              5         557.64
          73.85              2         683.11
         113.64              2         571.10
         606.73              6         440.43
         422.10              5         187.40
         216.54              3         277.91
         947.83              7         220.02
         218.52              4         692.41
         342.93              4         598.57
         480.89              5         566.93
         858.60              6         371.79
         427.23              6         313.98
         221.35              4         750.16
        1385.82              8         508.40
          70.76              2         317.59
          14.84              1         551.15
        2086.84             10        1070.25
          31.28              1         571.14
         250.81              3         163.66
         206.92              4         179.02
         119.46              2         698.90
         120.03              2         492.28
         197.24              3         418.16
          72.17              2         916.31
          49.74              1         325.81
         293.08              4         429.73
         208.67              3         741.05
         268.42              4         838.46
        1303.55             10         416.64
         327.21              4         725.23
         333.88              5         157.17
         752.96              8         888.30
         280.79              3         551.45
         743.01              8         264.01
          32.58              1         321.14
          78.98              2         326.08
         161.53              3        1077.56
         940.83              7         456.73
         323.27              5         410.56
         498.38              5         324.01
         804.93              6         366.99
          81.79              2         359.80
         335.02              5         438.91
         515.48              6         529.00
         950.08              8         648.00
         207.69              4         374.16
         127.23              3         102.90
         171.22              3         417.90
         287.97              5         495.46
         212.30              3         608.84
         167.95              4         503.36
          57.61              1         522.67
         121.80              2         369.33
         384.57              5         284.88
         316.71              5         449.48
         848.05              9         406.06
         295.96              4         355.50
         344.64              5         493.57
         591.24              5         921.01
         140.64              3         964.49
         133.39              3         559.01
         229.65              3         748.95
         430.24              6         548.78
         180.29              2         463.42
         505.39              7         679.24
         158.05              4         664.47
         275.35              4         370.13
         609.78              4         435.77
         164.05              4         228.35
         219.66              3         498.75
         544.69              6         191.71
         352.52              6         186.87
         322.33              4         200.64
          98.57              3         504.46
          24.74              1         388.17
         402.35              5         627.07
        1127.32              6         966.97
         126.14              3         408.85
         121.52              3         387.25
         163.80              4         744.90
         159.87              3         683.56
         285.39              5         424.22
         213.87              4         282.49
         573.46              7         178.20
         237.32              4         459.83
         385.91              5         736.63
         346.10              4         412.55
         285.97              5         472.49
          94.74              2         968.13
         323.10              4         409.53
         197.47              3         824.02
         507.82              6         517.16
        1044.41              8         438.23
         118.85              2         486.88
         382.09              6         518.61
         756.69              8         439.21
