#Bin center    #Number of count 
0.000002,128 
0.000237,173 
0.000471,176 
0.000706,171 
0.000940,173 
0.001175,156 
0.001410,111 
0.001644,133 
0.001879,106 
0.002114,88 
0.002348,73 
0.002583,54 
0.002818,57 
0.003052,42 
0.003287,44 
0.003521,36 
0.003756,29 
0.003991,32 
0.004225,18 
0.004460,21 
0.004695,9 
0.004929,19 
0.005164,8 
0.005398,7 
0.005633,10 
0.005868,3 
0.006102,4 
0.006337,3 
0.006572,1 
0.006806,2 
0.007041,2 
0.007276,2 
0.007510,1 
0.007745,1 
0.007979,0 
0.008214,0 
0.008449,0 
0.008683,0 
0.008918,0 
0.009153,1 
0.009387,0 
0.009622,0 
0.009856,0 
0.010091,0 
0.010326,0 
0.010560,0 
0.010795,0 
0.011030,0 
0.011264,0 
0.011499,1 
