 #Speed(m/s)      #Erot(cm-1)
   559.939976846542        369.734997264611     
   203.314754038708        67.6774218446462     
   377.509418874272        299.270182337686     
   353.133377250481        221.300584976287     
   344.580387111215        228.033040789626     
   507.743998293886        427.373853689249     
   346.194143976197        358.305212345344     
   603.415713811856        349.767110635526     
   288.330239867843        358.758363599706     
   443.717790285281        130.923163162320     
   506.204956167032        270.427735490057     
   795.226670336744        1075.74749654956     
   854.575963044119        556.623291969226     
   692.074875603909        122.485747697938     
   260.107083714819        224.204721604643     
   780.682415639311        390.969036416657     
   477.565452890311        137.523016417147     
   572.775268136283        132.548587918980     
   407.854382578096        344.194929404371     
   297.708048601934        179.760489342941     
   619.251145565097        253.657083378325     
   533.584587668531        77.9583461232748     
   293.228870060753        163.930658193228     
   233.650320525123        338.926980895533     
   537.444839360864        110.965286545809     
   396.481855394261        96.3300690712475     
   1023.61867070324        320.508789535527     
   467.696477225312        68.3132723782087     
   494.397695907132        1070.03427759946     
   429.718723616524        114.532658317392     
   416.925839466710        22.7767359420316     
   323.642620150492        923.304189855862     
   570.982189341403        830.694165313301     
   346.827988507528        269.765143093964     
   466.083863903682        73.2777462727691     
   401.507858149284        196.278219080277     
   506.808095425725        367.943880413325     
   293.927005166754        502.883895883149     
   416.951512923041        27.8989612266982     
   1016.76457615391        68.0613911808766     
   372.623526371204        168.902999699419     
   309.407435651717        564.267762187163     
   330.176874986605        1080.88330769821     
   231.469648532758        161.108313984956     
   714.628766682096        596.123568247443     
   764.381960015741        263.295930265180     
   743.132199250775        133.497038718568     
   278.692441790957        285.052743140402     
   53.6545299661042        252.265374964664     
   355.525560837108        300.683807352510     
   376.616922442229        264.260033474942     
   409.617340310836        812.131168398318     
   278.589250185506        336.590457322529     
   101.047007139763        109.962643856951     
   471.708981793027        409.533515850783     
   819.379871286572        163.084997331601     
   145.465253278018        486.651239771165     
   417.152591864684        543.861084435470     
   271.463377642265        426.799747302072     
   855.573721815922        85.0043190052419     
   300.008943366166        960.920188789098     
   343.029718619299        242.995194249709     
   226.183589048044        846.587337257295     
   660.921215699625        40.3407984856199     
   551.810411443519        957.135073570069     
   355.846779133735        682.691455334328     
   563.531074553548        437.202461060002     
   91.8606268679042        96.0961712315184     
   489.904491135320        295.321856494136     
   894.294327856858        256.002168625848     
   347.249313466891        536.066812831527     
   290.538885587754        341.853043453463     
   325.926513544653        256.660989899406     
   747.393869824956        163.188924506917     
   619.053057477680        218.021143314757     
   370.108958990356        260.988977089269     
   152.608407868413        64.5699928421191     
   633.168926898450        367.219377120732     
   394.370432074042        534.891743593207     
   501.381353708331        230.102672567650     
   398.261330413479        265.445439679911     
   256.735072415748        245.146642275051     
   144.342521514076        537.262992826665     
   255.950117379767        434.276922698740     
   138.503965944074        143.606466019286     
   291.980808217554        713.897513809738     
   453.599745978682        44.7659329191200     
   480.101571529796        164.998114297426     
   500.952822328422        248.660896932008     
   574.398839348344        1033.74485079466     
   410.709675705194        733.148387487356     
   940.913887656144        165.220406838793     
   387.348801939606        272.667331501949     
   569.928338779387        393.782137783721     
   244.821983838629        252.505919500982     
   239.030384510095        154.796860248084     
   540.903470459941        956.132396871912     
   143.916060121347        163.911472268357     
   830.794643426146        440.984680791937     
   470.623486619450        282.348388989846     
   842.451326477566        173.215059879949     
   111.087483487593        281.193532255255     
   927.892247203855        489.378330587553     
   82.8901558136684        1260.93207646868     
   242.548930331821        764.260324092387     
   35.8701732521461        191.440038437328     
   580.727683822865        81.2578044900805     
   290.075013821832        61.8733541464499     
   215.414538756875        42.5393726102063     
   264.592362369831        380.661326257989     
   517.398770580334        357.397877327654     
   406.743693144256        568.273593777943     
   299.481328914682        113.490360809765     
   742.684234347633        155.136410710761     
   542.345387908327        322.978699001941     
   247.290387001211        114.690915355588     
   616.463401278023        160.211247628925     
   567.982161215834        316.158542398656     
   203.567942725359        621.942066247473     
   262.902842941168        476.112757749226     
   677.631270689869        373.413418032706     
   216.684376552431        104.486982550269     
   668.613272345040        242.713735955004     
   583.199232555877        346.175963281767     
   344.003943700434        897.357678540998     
   275.595123587886        49.2560345994851     
   192.843368263586        201.397353661129     
   338.805139386353        320.054897388726     
   482.820251923912        120.258410269095     
   392.092191988274        377.137579001943     
   291.310601664451        158.231531442124     
   129.699435584188        287.343474544479     
   153.379380024539        223.420344200227     
   719.939159673892        43.1389208410408     
   453.846313736605        586.851318749153     
   30.4328248355542        523.607145610534     
   675.783066266399        187.577752618713     
   439.003210537719        485.950811583239     
   380.188057139171        417.445107994030     
   599.187250746254        96.7018967018256     
   451.445359879400        234.132729408345     
   519.021169544132        106.805999220350     
   584.817156465405        46.4015804310323     
   481.125238323466        408.363632062270     
   505.529142263647        43.8258532938358     
   912.842136430187        172.194365134107     
   393.465514323751        392.219501308737     
   363.585269732860        317.299014833624     
   225.774275394493        384.172933676015     
   507.534353470305        95.5881073218588     
   420.404938870612        361.789992732469     
   477.184642906739        160.487809990931     
   412.386608431336        7.84300743725325     
   276.269304147250        88.9785112960937     
   379.337384565914        57.8653768431319     
   580.657518522772        236.746452714154     
   606.409649083618        522.530478625504     
   219.834852728187        136.139143413491     
   677.461272702302        1280.95936223034     
   99.9337615814764        105.420727631458     
   782.538492192462        141.848564858543     
   536.625424356176        300.832096247133     
   667.421643959313        346.386545904551     
   595.188873601816        653.347178934409     
   115.396292267636        450.776721798653     
   385.317306908905        132.054566648481     
   850.569421529170        521.608895100468     
   485.914237735509        686.444497361428     
   355.545810048350        470.970691916100     
   477.965906448210        189.890133879147     
   498.511353614127        290.288258455929     
   889.941892980955        414.832726709930     
   496.901227536515        35.7109189780608     
   215.404040827346        195.805375066915     
   487.936548566201        100.352114909726     
   215.981061229592        328.907858630676     
   152.914878620436        242.783643413998     
   367.131200707681        279.883135317769     
   97.9872239468957        321.621370644992     
   525.485865684714        760.273394287875     
   1217.72363816783        300.738589110652     
   369.380273825831        141.067712011761     
   554.940244370071        68.7061389642571     
   420.032731067415        495.606128304578     
   819.386878522179        350.026879194180     
   726.572978606142        341.710887805494     
   220.360952221638        72.1943085909569     
   349.547394373203        771.303401616305     
   303.538175605222        178.393148651105     
   71.4240916589364        350.656769575531     
   405.273558212710        41.0779353048873     
   204.086086993557        114.935983118268     
   323.281114915489        434.976679896679     
   294.465818351525        166.580904261340     
   167.430607057228        107.523073071695     
   420.795957105198        550.713626146553     
   513.184779906700        178.444301831343     
   418.801704956915        293.646164273368     
   447.482774023082        903.562481768154     
   298.921644095416        70.4937086489966     
   77.9431144745756        125.398378619580     
   505.571458579295        40.7584161921586     
   275.766344006124        211.596901577792     
   458.355606779742        655.289109626158     
   752.076568034505        716.376178177300     
   542.215127418934        103.444154931977     
   320.876560096057        253.335544241055     
   244.812917111538        114.793440339141     
   495.089672119857        209.625939260698     
   367.375348796634        643.572643067354     
   74.3530315867732        250.487148929963     
