6 
     -0.00321821
O     0.32074503    0.52234100   -0.00138936
O     1.94281340   -1.11231965    0.02136883
O    -2.81510751    0.66945168   -0.00585064
H    -1.87382454    0.73784961   -0.08384712
H    -2.96560816    1.63470224    0.14590450
C     1.14160644   -0.30518987   -0.02404436
6 
     -0.00319812
O    -2.26870873    0.06181167   -0.38129944
O    -0.13907525   -0.13985629    0.60467358
O     2.94147301    0.04049583   -0.28448978
H     2.06194288   -0.06321175    0.15561891
H     3.45535920    0.65513705    0.30296612
C    -1.17473167    0.00033613    0.04294724
6 
     -0.00310013
O    -2.23550331   -0.00250118    0.42200805
O    -0.08724817    0.07142532   -0.61757908
O     2.87384060    0.00710104    0.27503929
H     3.27144907   -0.83023591   -0.07469513
H     1.96042072    0.02022349   -0.10425531
C    -1.17395230   -0.03330557   -0.09089481
6 
     -0.00307100
O     2.06097438    1.05838398   -0.01391131
O     0.27933270   -0.48375099    0.00393743
O    -2.90230629   -0.64835650   -0.04446216
H    -3.36818341   -1.45070342    0.22562109
H    -1.97054853   -0.85446482    0.11709718
C     1.19746932    0.29186705    0.04377505
6 
     -0.00306454
O    -2.23006264    0.00497479    0.38846559
O    -0.12296918    0.07385895   -0.57274433
O     2.91716063    0.00875278    0.26171821
H     3.14168662   -0.85528839   -0.07298051
H     2.01748404    0.07477453   -0.07437560
C    -1.18522737   -0.05119325   -0.09084408
6 
     -0.00304818
O    -2.23758013   -0.00243334    0.38078087
O    -0.12472964    0.06546392   -0.56320363
O     2.93133203    0.00961600    0.25772281
H     3.11117863   -0.88218766   -0.07811384
H     2.03116468    0.10843527   -0.06512550
C    -1.19033666   -0.03184751   -0.08833818
6 
     -0.00302853
O     1.01144728   -0.60847981    0.00000000
O     3.01653913    0.54933405   -0.00000000
O    -2.00000000   -0.00000000    0.00000000
H    -1.08791326   -0.26536282   -0.08017673
H    -2.47126402   -0.50133067   -0.66310555
C     2.00000000    0.00000000    0.00000000
6 
     -0.00302787
O    -2.25451412    0.06533318   -0.39276509
O    -0.13779199   -0.13429940    0.60575241
O     2.93094512    0.04407284   -0.28946376
H     2.11059173   -0.08523113    0.15807681
H     3.38438403    0.60367018    0.31550415
C    -1.17945447   -0.01036063    0.06216235
6 
     -0.00302046
O     0.38021118    0.72359513   -0.00387643
O     1.85225594   -1.17312387   -0.01534300
O    -2.82390231    0.53526570    0.03188598
H    -1.89114151    0.84021090   -0.04657517
H    -2.98073366    0.25886361   -0.91108501
C     1.19749572   -0.20658575    0.06354601
6 
     -0.00299631
O    -2.28581660    0.06086746   -0.36680506
O    -0.14433315   -0.14326128    0.58782557
O     2.96272518    0.03315467   -0.27412806
H     2.08950360    0.04934265    0.16102487
H     3.46006602    0.69027101    0.25918810
C    -1.17595733    0.00351468    0.03549586
6 
     -0.00298819
O    -2.28503514    0.06355311   -0.36296548
O    -0.14421763   -0.14119308    0.57361609
O     2.97370407    0.02998837   -0.26952352
H     2.10557841    0.10269160    0.16805671
H     3.44998594    0.70043124    0.24129443
