  -168.514816712968       -126.155008976116
  -296.734091106219       -302.079841676332     
  -338.342091721534       -355.540329550748     
  -268.779607308495       -235.865082828616     
  -412.261147567286       -434.766854488046     
   86.8131904387990        75.2244258032029     
  -356.369737942348       -384.702697197577     
  -45.3061481539155       -46.1648888799596     
  -288.696930105413       -281.197347626611     
  -35.6843803146109       -50.8826554798627     
  -332.670867246907       -349.307821320440     
  -218.236794450068       -204.810716425180     
  -268.942018535710       -235.662913617359     
  -121.332160460830       -126.888314263648     
  -59.8265897654209       -72.3483371612838     
  -137.470130105540       -141.236079781198     
  -339.928893306346       -358.962907557073     
   86.2996198013909        125.846354628631     
   85.5336533379061        79.3828657916985     
