      #Soft_ZPE      #Soft_ZPE      #Soft_ZPE
   #Erot(W)cm-1             #J    #Speed(m/s)
         399.07              6         398.36
         409.89              4         399.38
         363.86              5         694.48
         448.94              5         596.55
           6.01              0         437.64
         167.77              3         547.44
         589.28              7         394.53
         320.69              5         409.59
          84.99              2         294.43
         430.07              5         258.08
         308.92              4         353.01
         565.35              7         162.74
         198.79              4         380.22
          39.74              1         321.61
         515.31              6         692.66
         728.60              8         383.73
          83.84              2         269.94
         632.56              6         240.63
         731.25              7         456.53
         365.38              5         651.66
         275.84              4         293.22
          80.76              2         249.36
         275.78              4         561.80
          74.70              2         546.59
         128.51              3         615.65
          12.05              1         379.20
         168.43              2         449.17
         197.74              4         681.11
          54.19              1         750.95
          63.35              1         253.68
         316.26              5         680.22
          90.36              3         337.67
         784.91              7         286.06
          49.71              1         533.61
         178.58              2         335.89
         370.12              4         500.54
         549.03              6         476.22
          77.06              2         304.80
         194.95              4         751.78
         205.31              4         644.75
         309.47              4         527.93
         385.65              6         196.24
         157.96              3         462.06
         535.36              6         377.16
         235.98              4         745.19
         112.33              1         508.27
         407.87              6         328.83
         497.65              6         528.33
         330.03              4         753.29
         108.20              3         237.64
         187.79              4         589.97
         340.34              4         318.98
          67.05              2         377.85
          46.80              2         476.82
         282.31              4         331.90
         311.22              4         309.16
         484.55              5         599.88
          93.02              3         290.65
         493.46              4         578.84
         428.92              5         214.32
         507.94              6         272.39
         171.13              4         579.58
          36.37              1         809.56
         176.57              3         728.71
         219.06              4         336.76
         195.16              3         196.07
          20.11              1         326.92
         612.30              7         384.57
         273.91              3         295.13
          97.57              2         236.26
         178.98              3         828.22
          60.18              1         641.23
         154.13              2         514.85
         455.94              4         689.71
         470.63              6         188.23
         292.63              4         481.21
         261.89              5         464.91
         243.73              4         367.40
         263.59              4         464.65
         408.04              6         575.03
         489.87              6         450.40
         181.88              2         283.10
         550.88              5         633.63
         874.26              7         181.73
         626.33              6         295.79
         165.37              2         557.14
         428.84              6          86.10
         548.36              5         171.74
         168.86              3         544.01
         240.20              4         479.49
         349.59              5         558.71
         690.42              5         279.49
         294.01              4         409.18
         654.77              6         500.27
         142.37              3         269.41
         246.19              3         778.36
         383.27              6         162.79
          40.87              1         365.22
         267.65              5         322.39
         818.44              6         371.47
          57.53              2         516.35
         411.43              4         301.21
         115.42              2         494.72
         237.14              4         231.46
         271.51              5         247.61
         148.87              2         406.93
          95.66              2         271.50
         168.50              3         829.33
         784.04              8         306.34
          44.38              2          41.20
         188.68              4         625.47
         456.44              5         501.95
          40.79              1         245.46
         528.25              5         331.45
         420.52              4         563.36
         247.13              4         127.26
         380.16              3         738.81
         137.88              3         517.71
         324.07              4         529.59
         106.53              2         800.35
         120.32              3          99.35
         578.84              3         229.75
         111.41              2         334.47
         476.95              7         578.82
         180.75              3         542.48
         315.11              5         571.73
          33.49              2         336.71
         398.79              5         245.66
         108.56              3         339.79
         519.13              7         474.07
         338.54              4         318.85
          79.13              2         567.96
         671.25              9         273.68
          82.20              2         477.69
         168.71              3         534.42
           7.12              0         388.74
         323.72              3         531.84
          71.25              2         468.63
          26.33              1         319.01
         226.32              2         461.93
         190.61              3         523.25
          69.95              1         569.29
         126.22              2         223.17
         551.01              6         232.06
         147.73              3         402.65
         227.26              4         356.07
         212.86              3         521.89
         334.79              3         484.88
         161.07              2         260.79
         312.41              3         567.79
         718.77              8         333.01
         114.05              2         784.54
         194.42              3         604.78
          98.08              2         524.76
         318.55              4         269.45
         185.24              3         556.02
         176.70              3         398.23
         348.52              5         434.69
         102.51              3         395.23
         280.96              4         386.95
         265.21              4         446.72
         212.21              4         166.53
         269.42              4         600.43
          65.43              1         620.19
         485.35              6         409.35
          80.27              2         371.69
          51.16              1         811.58
         177.23              3         356.36
         603.39              7         443.66
         275.19              4         282.11
         493.82              5         521.64
         545.16              5         277.10
          52.49              2         466.55
         584.54              4         444.38
         466.73              6         643.24
         500.84              5         261.64
         218.76              3         552.30
         123.50              2         531.02
         231.78              5         266.36
         526.00              4         354.24
         560.13              6         227.67
         822.29              8         347.33
         425.95              5         520.39
         355.75              5         326.48
         178.12              3         379.71
         738.84              7         512.27
          64.02              1         581.77
         266.60              5         683.09
         464.81              5         542.98
         147.69              3         728.36
          73.97              2         788.82
         188.17              4         621.80
         194.89              3         767.46
         347.29              4         537.97
         243.24              4         721.81
         301.05              5         524.92
          38.87              1         298.89
         157.22              3         296.97
         531.01              6         236.98
         560.55              7         287.88
         607.77              5         330.76
         319.53              5         701.80
         221.76              3         696.03
         371.25              5         320.66
         175.06              3         430.71
         469.01              6         467.21
         469.02              6         318.64
         301.53              4         292.45
          80.37              2         503.39
          47.91              2         451.60
         693.82              6         341.73
         748.10              7         391.54
         102.97              3         337.88
         286.79              4         429.57
         337.78              5         302.22
         166.03              3         252.81
         206.14              2         495.93
         203.20              4         169.69
         324.88              3         131.98
          61.86              2         287.79
         675.89              5         303.15
         256.77              3         558.67
         331.96              4         279.04
         393.10              5         280.71
         299.38              5         373.37
          48.86              1         377.07
          29.63              1         400.73
         593.22              7         102.43
         159.96              3         442.59
         583.85              5         455.28
         331.30              5         311.52
         469.03              6         599.25
         667.39              9         165.29
         508.58              5         437.60
         141.81              2         556.59
          25.57              1         824.84
          43.27              1         412.72
         589.33              8         482.45
         124.15              3         239.93
          57.04              2         376.12
          63.63              2         374.48
         129.69              2         526.61
          18.27              1         434.98
         159.40              3         446.75
          29.44              1         697.63
         254.62              3         474.83
         260.89              4         519.46
         250.86              4         841.71
         246.24              4         242.27
         248.74              4          56.04
         264.31              4         343.86
         886.75              7         307.53
         429.33              6         646.93
         282.02              4         452.52
         269.35              4         728.42
         538.93              5         248.69
         370.39              3         411.11
         770.67              5         280.97
         387.08              5         481.11
         160.59              3         820.63
         202.42              4         432.10
          88.42              1         421.47
          71.51              2         174.72
         288.31              5         204.11
         446.90              5         671.13
         432.00              5         300.48
         474.50              4         248.95
          80.64              2         486.50
         485.86              6         643.70
         333.74              4         326.78
         475.63              5         560.79
         185.59              3         407.98
          33.29              1         235.35
         764.59              6         409.54
         292.43              4         208.61
         573.75              6         162.24
         220.11              3         559.14
         346.97              4         576.37
         570.35              5         536.86
         317.18              3         716.83
          34.29              1         692.04
         714.78              7         393.55
         289.83              4         442.15
          27.09              1         283.43
         278.17              5         451.96
         258.70              5         662.61
          92.67              2         330.07
         179.06              4         250.88
         182.61              3         546.37
         209.82              3         708.09
         105.81              2         273.92
         263.33              4         438.81
         226.34              4         484.99
          81.00              2         566.57
         232.99              3         352.28
         175.52              4         466.55
         493.60              6         665.95
         317.40              3         274.17
         358.06              5         385.76
         127.64              2         310.36
         238.71              4         241.14
         256.80              4         118.09
         594.52              8         398.27
         960.02              7         154.81
         225.13              3         189.92
         529.40              5         263.63
         305.26              4         453.66
          23.99              1         657.21
         274.92              5         450.17
         270.24              5         313.22
         391.01              6         481.00
         356.72              5         517.24
         243.00              2         569.07
         164.15              3         504.63
         230.38              4         401.20
         307.31              4         592.08
         165.39              3         319.52
         614.64              5         322.00
         444.78              4         663.17
         562.47              4         265.10
          37.35              1         384.24
         542.38              6         383.49
         447.97              5         525.80
         310.06              4         644.91
         259.68              4         693.32
         661.56              5         222.15
         476.57              6         294.69
         215.36              4         637.22
          51.18              1         572.82
         146.81              3         406.56
         368.28              5         260.97
         128.07              3         324.61
         320.59              4         402.24
         426.19              6         236.28
         103.57              3         639.72
         433.34              6         294.16
         180.36              3         517.97
         172.65              3         167.34
         270.43              3         338.98
          21.27              1         414.83
         284.55              4         585.93
          49.74              2         826.98
         328.53              5         712.00
         106.32              2         430.79
         321.07              5         401.27
         121.64              2         886.80
         804.78              5         298.17
          29.33              1         384.82
         330.45              6         469.42
         256.97              3         391.72
         247.19              3         697.30
         277.54              5         244.84
         299.63              4         650.03
         318.17              5         518.19
         427.39              4         318.97
         242.72              4         299.37
          68.76              1         320.95
         112.00              3         475.86
         186.95              4         493.47
          19.44              1         479.23
         731.90              7         156.49
         392.11              5         499.83
         404.95              6         287.42
          40.17              1         498.68
         361.83              5         567.33
         239.54              3         466.57
         622.44              4         223.22
         241.48              3         160.91
         319.25              4         279.56
          64.35              1         427.59
         751.34              6         312.46
         712.04              8         249.00
         612.63              7         162.05
         279.18              4         477.00
         113.84              3         543.37
          91.58              2         271.58
         291.10              4         412.91
         139.93              3         590.54
         112.34              3         569.54
         253.85              3         576.32
         172.18              3         676.29
         167.00              3         337.63
         350.24              4         378.95
         359.85              6         156.87
         704.60              8         475.66
         690.46              7         147.03
         208.33              4         251.39
         218.51              4         539.04
         410.93              4         396.67
          56.28              2         184.82
         150.00              3         298.00
         542.93              6         415.57
         634.20              7         233.83
         506.12              5         495.32
         415.38              6         458.95
         596.99              7         452.35
         668.81              8         404.04
         122.92              3         406.59
          46.99              1         356.47
         560.03              6         482.74
         166.92              3         222.97
         410.79              6         575.17
         414.13              5         182.99
         169.30              3         588.65
         105.42              2         450.40
         134.25              3         342.75
          55.05              1         311.16
         234.88              3         632.01
         742.16              9         369.20
         145.82              3         262.07
         198.48              3         775.52
         389.58              5         526.85
         148.75              2         402.71
         273.72              4         428.49
          49.24              2         739.01
         232.11              3         509.63
         460.78              4         350.56
         169.08              3         300.78
         235.89              4         524.68
         142.79              3         820.58
         573.34              5         423.13
         202.41              3         685.31
         306.28              4         459.46
         224.50              3         718.93
         168.37              2         368.51
          17.71              1         341.99
          91.14              2         358.13
         136.39              4         580.06
         149.08              3         474.71
          40.71              1         659.90
         412.95              5         374.40
         618.28              7         305.74
         194.13              3         258.46
         366.75              4         255.07
          60.85              1         300.03
         299.38              4         631.93
         805.78              7         370.09
         159.32              2         356.82
         372.83              5         359.44
         102.12              2         591.11
         647.32              6         223.61
         181.71              4         667.52
          66.31              2         321.83
         107.73              2         243.02
         457.24              5         304.50
         411.87              5         229.92
          71.36              1         423.34
         290.91              5         573.02
         341.58              4         220.63
         105.53              2         223.36
         310.97              4         553.89
         452.00              5         333.40
          63.70              2         466.16
         522.29              6         430.63
         367.31              3         281.77
         519.45              6         174.32
         286.83              3         284.39
         107.30              1         429.38
          61.54              1         397.47
         290.96              4         543.39
         311.45              4         567.42
         416.87              4         238.86
         194.42              4         389.22
         287.10              4         522.66
         309.69              5         502.28
         115.61              3         382.83
          71.82              2         502.90
         402.83              5         507.01
         383.13              5         534.44
         301.44              4         273.65
         126.27              3         312.17
          65.28              2         537.09
          49.35              2         890.04
         275.28              5         297.12
          92.57              2         387.17
         329.49              4         626.72
          99.57              2         292.52
          86.80              2         399.59
          52.24              2         354.23
         322.06              4         449.18
         147.74              2         384.88
         235.51              4         586.56
          94.22              2         551.34
         513.48              6         385.28
         201.84              4         537.19
         275.02              4         473.30
         346.39              4         203.49
         507.86              6         213.92
         215.22              3         540.56
         221.38              4         631.70
         310.03              4         254.56
         387.62              5         134.39
         463.11              6         567.57
          14.84              0         352.47
          41.80              2         309.18
         319.57              5         368.70
         208.21              3         630.31
         161.07              3         362.37
         639.66              5         257.69
          38.42              1         824.66
         442.76              6         333.98
         205.58              3         249.18
          26.71              1         220.91
         263.44              4         174.58
          46.16              1         242.24
         145.54              3         487.76
         550.48              6         374.49
         293.97              4         159.93
         407.83              6         269.22
         150.59              2         453.91
         157.24              3         465.28
         141.94              2         369.82
          99.88              2         295.97
          41.79              1         283.62
          29.53              1         758.99
         532.26              4         175.83
         105.73              2         598.41
         275.29              3         530.43
          40.62              2         641.00
         185.43              3         490.43
         170.26              3         269.07
         525.89              7         284.22
         154.06              3         648.14
         150.12              3         462.92
         632.95              6         358.16
           5.72              0         392.85
          33.13              1         517.89
         159.33              3         267.53
         636.56              7         289.17
         461.10              5         441.23
         211.46              2         805.20
         135.92              3         642.30
          46.45              1         539.40
         338.84              5         411.66
         125.19              2         759.13
         596.53              5         431.52
         311.92              5         302.48
         395.49              4         418.26
         728.47              8         207.39
         224.69              3         580.36
         282.73              4         593.40
         125.25              3         640.97
          68.02              1         739.98
         139.99              3         274.29
         188.31              4         307.00
         679.15              6         175.77
          79.82              2         737.76
         378.77              4         305.21
         534.81              5         216.25
         803.61             10         222.92
         483.01              6         517.60
          30.46              1         638.67
         121.24              3         609.77
         102.61              3         142.15
         208.88              4         430.93
         295.12              5         629.09
          88.67              2         773.41
         173.38              3         576.99
         589.14              4         351.81
          45.16              1         684.84
         129.67              2         219.19
         198.06              3         517.46
         129.87              2         693.14
         110.34              2         643.08
         532.52              7         549.34
         319.61              4         552.52
         554.64              6         530.06
         515.72              5         477.20
         473.36              5         403.61
         150.75              2         414.75
         256.98              3         268.87
          83.49              2         426.24
          95.95              3         430.70
         266.06              3         456.02
         312.35              4         541.79
          55.49              2         374.09
         620.24              6         285.85
         198.66              4         345.73
          84.51              1         365.73
          65.22              2         285.82
         278.64              4         408.74
         124.33              3         580.25
         167.27              3         395.77
         184.12              3         421.15
         276.20              5         189.95
         162.83              2         495.28
         255.01              4         380.42
         318.87              4         275.70
         239.07              3         560.12
         606.16              6         382.97
         213.28              4         417.88
         192.93              3         626.12
          22.62              1         380.30
         328.54              5         223.95
         396.17              6         413.00
         242.53              4         589.05
         535.01              8         195.69
         343.47              5         420.90
         254.96              3         189.66
         117.92              2         525.95
         190.27              3         631.04
          14.35              1         574.41
         361.68              4         374.46
         288.32              4         368.13
         195.94              3         433.12
          55.55              1         416.99
         111.15              2         515.00
          40.97              1         386.65
          99.91              2         759.96
          36.85              1         392.48
          17.11              0         555.35
         442.65              6         353.39
         121.33              3         369.44
         300.99              5         554.76
         190.95              4         428.30
          38.46              1         468.74
         360.21              5         378.35
         227.02              4         606.16
         542.52              7         520.55
          93.38              2         369.65
         482.72              7         291.99
          16.71              1         561.24
         233.45              3         415.09
         415.70              4         511.05
         223.11              4         571.29
          36.71              1         547.38
          59.19              2         509.88
          85.93              2         297.21
         132.05              3         547.59
         255.68              3         356.24
         115.28              2         538.53
         330.64              5         324.81
         559.34              6         245.53
         878.93              6         274.35
         310.65              4         316.98
         531.96              5         490.50
         104.31              3         461.46
         370.55              5         360.44
         155.49              3         440.11
          62.30              2         469.44
          47.43              1         420.41
         151.41              3         172.78
          91.51              2         775.23
         753.77              8         326.55
         157.68              2         362.03
         258.64              3         726.03
         128.74              3         711.85
         184.68              4         258.31
         128.35              2         502.75
          14.63              1         594.30
         157.73              2         115.31
         414.71              3         253.36
         332.88              5         447.72
         167.24              3         863.09
          66.07              2         444.33
         130.12              3         301.95
         141.31              2         269.61
         142.96              3         521.52
         571.95              5         538.38
         243.94              4         452.35
         131.54              3         268.24
         188.43              3         382.53
          66.33              2         625.89
         535.83              6         499.06
         111.41              3         485.32
         138.01              3          77.18
          57.87              2         464.70
         505.01              7         452.03
         397.27              6         535.61
         272.60              5         290.04
         515.39              7         309.01
         396.39              4         567.60
         151.53              3         454.99
         611.53              6         439.56
         498.21              6         400.35
         352.36              5         131.27
         212.82              3         228.79
         143.47              3         265.69
          59.39              1         548.79
         107.25              2         249.10
         256.29              3         351.37
         436.48              4         288.07
         139.28              2         650.40
         122.56              3         595.12
          15.19              1         327.62
         397.87              4         506.47
          54.96              2         726.44
         403.16              5         651.45
         410.09              5         221.19
         563.11              6         317.76
         539.08              6         546.84
         471.88              6         318.87
         100.29              2         440.33
         338.87              4         265.01
         133.97              2         422.28
         228.37              5         473.02
         161.80              4         388.85
         265.64              4         470.75
         135.81              2         567.43
         181.36              3         560.16
         219.25              4         258.78
         103.92              2         552.14
         426.26              5         436.37
         424.30              4         129.81
          49.20              2         566.12
         431.49              7         310.55
         288.72              4         300.15
         357.76              4         396.02
         375.17              5         188.94
         340.93              4         268.08
         312.26              4         530.25
         567.34              6         386.98
         288.34              3         208.99
         246.03              3         686.75
         192.51              3         473.06
         234.31              4         562.21
         284.21              4         582.41
         232.52              3         799.25
         157.14              3         146.73
         350.26              5         385.80
         342.46              5         303.20
         297.88              5         558.55
          73.56              2         231.75
         783.40              8         369.41
         243.31              4         137.53
         504.77              5         420.20
         105.91              2         114.18
          71.12              2         452.49
         413.61              4         243.33
         151.40              3         614.98
         122.51              3         210.66
         424.69              5         511.03
         194.25              4         299.80
         629.42              7         440.19
         604.32              5         318.98
         110.45              2         585.30
         445.76              5         363.73
         103.16              3         137.83
         378.80              6         560.04
         406.65              4         272.43
         582.49              6         467.09
         133.46              2         822.44
         259.34              4         461.86
         479.12              6         534.14
         105.40              3         305.50
         303.68              5         472.05
         351.66              6         639.09
         122.18              2         430.39
         500.37              5         313.47
          94.29              3         451.51
         675.88              8         192.48
         453.99              5         465.42
         171.22              2         196.74
         547.29              7         553.66
          74.05              2         794.70
          79.58              1         671.42
          51.65              1         582.89
         444.00              6         109.43
         265.10              3         576.45
         254.90              4         363.78
         210.03              3         189.24
         175.40              3         789.72
         219.47              4         372.85
          15.19              1         710.64
         157.33              3         491.74
         534.55              6         277.25
         366.02              4         137.11
         710.00              5         341.44
         271.72              3         762.34
          23.18              1         304.90
         387.98              5         547.61
         879.66              9         179.65
         209.74              4         506.20
          75.30              2         305.46
         291.03              5         428.42
         152.55              2         343.71
          74.64              1         464.10
         436.23              4         396.78
         432.04              4         265.91
         327.24              5         788.97
         866.22              8         304.61
          46.84              1         521.55
         211.69              3         534.19
          89.81              3         253.19
         237.92              4         640.10
         652.11              6         294.80
         187.22              4         501.08
         310.86              5         272.76
         238.89              4         645.14
         455.28              5         324.39
         190.05              4         212.93
         226.81              4         388.95
         213.30              4         424.99
          26.06              1         282.43
          50.50              1         606.91
          15.46              1         661.91
         389.02              5         357.94
         377.79              6         201.60
         642.80              5         226.58
          50.11              2         389.73
         816.58              6         139.90
         449.83              5         410.22
         360.90              4         307.59
          68.68              2         462.71
         609.54              7         366.41
         338.66              6         513.44
         292.30              4         463.66
         130.21              2         238.01
          63.84              2         483.09
          66.61              2         641.00
         341.94              5         420.08
         221.75              3         218.38
         193.71              3         714.83
         543.55              5         478.70
         197.31              3         706.86
         151.36              3         306.63
         148.42              3         705.22
         240.95              3         497.51
         565.94              5         560.21
         340.37              5         733.43
         135.86              3         584.53
         104.92              2         252.14
         374.30              4         383.22
         310.14              3         262.22
         166.32              2         735.76
         357.36              5         318.68
         142.89              3         606.48
         262.73              5         735.76
         361.68              5         302.11
          50.97              2         225.64
         167.45              4         417.68
          19.87              1         811.26
         161.42              4         694.78
         965.24              9         221.15
          97.66              2         640.54
         672.22              7         405.23
         399.17              5         511.58
         515.41              6         461.58
         498.35              6         541.49
         211.57              4         831.97
         496.36              6         630.43
         203.18              2         740.08
         236.98              4         616.20
         155.71              2         464.10
         519.37              4         313.16
         374.30              3         437.31
         135.99              2         504.77
         257.42              5         334.73
         158.32              2         931.92
         498.14              5         104.96
         527.73              8         422.83
          45.94              1         284.93
         296.54              3         612.45
         183.81              3         199.03
         484.31              4         713.13
         110.14              1         425.24
         101.10              2         526.04
         120.50              2         210.40
         361.47              3         518.91
         279.89              5         763.76
           8.92              1         325.88
         787.32              8         360.56
         507.60              5         255.00
         397.11              5         530.78
         287.55              3         653.46
         177.93              3         733.55
         344.10              4         664.33
         273.88              4         723.13
         287.44              4         351.61
         125.23              3         369.86
         107.83              2         331.42
         205.94              3         658.14
         229.43              4         461.51
         480.82              5         421.57
         102.91              3         618.59
         299.30              3         523.70
         165.15              3         358.15
         181.11              3         254.70
         575.46              7         628.56
         162.58              3         411.07
          77.07              2         448.04
         365.68              3         469.48
         405.43              5         286.61
         230.10              2         356.51
          67.78              1         454.47
         582.37              6         155.60
         161.48              3         585.00
         688.75              5         359.34
         375.13              6         449.42
         100.46              2         162.06
         200.91              3         582.55
         629.37              5         549.26
         128.88              3         758.55
         317.37              4         285.44
         193.21              3         630.06
         294.62              4         593.73
          73.02              1         226.68
         601.29              7         398.03
         110.70              3         269.25
         279.73              4         498.91
         109.25              2         631.43
         399.53              5         423.22
         169.64              3         388.34
          45.35              1         573.45
         235.86              4         750.88
          63.46              2         857.40
         666.95              6         447.83
         698.95              7         182.46
         273.32              4         275.66
         713.70              7         151.30
         376.83              3         293.97
         166.37              4         593.94
         648.37              7         585.37
         294.39              4         471.17
         319.97              5         397.20
         144.59              3         555.29
         299.99              4         412.54
         211.32              4         354.78
         366.18              5         582.79
         238.76              4         176.05
          59.67              1         455.51
         190.54              3         506.58
          43.36              2         601.79
           2.84              0         611.03
         165.38              3         713.22
         107.53              2         506.22
         735.86              6         197.74
         869.52              7         264.21
         531.20              5         240.54
         185.85              4         300.51
         754.38              6         218.41
         127.43              3         729.88
         678.95              8         241.66
           9.48              0         320.47
         130.77              3         401.07
         421.50              5         618.25
         321.35              4         754.01
         226.88              4         218.79
         310.20              4         389.43
         233.67              3         573.68
          49.87              2         362.59
          85.01              1         701.49
         571.62              6         382.66
          36.73              1         618.29
         528.01              4         392.96
         127.67              2         665.32
         194.80              4         541.56
          21.94              1         730.78
         292.56              4         231.38
         422.39              6         229.66
         428.73              6         193.31
          25.29              1         764.17
         253.51              4         275.41
         481.37              5         432.79
         215.74              4         562.39
          22.57              1         347.00
         603.21              6         276.75
         737.66              8         263.13
         117.90              3         371.38
         517.46              7         154.47
          98.22              2         490.98
         187.00              3         373.26
         534.83              5         475.68
         636.59              5         449.88
         204.59              4         319.79
         671.04              5         362.84
         431.39              4         444.32
         144.38              3         242.47
         236.94              4         569.63
         238.78              4         525.37
         244.81              4         250.83
         343.63              5         430.14
         192.55              3         327.31
         547.35              5         497.71
          54.59              2         446.48
         617.09              6         616.13
          97.78              2         436.94
         597.24              5         441.32
         130.84              3         663.75
