    #Hard_water    #Hard_water    #Hard_water
   #Erot(W)cm-1             #J    #Speed(m/s)
         126.11              2        1114.45
         129.08              2         348.22
         133.95              2         565.00
         116.91              2         273.04
         129.70              2         465.73
         129.34              2         821.94
         116.58              2         367.86
         132.64              2         487.21
         134.23              2         257.15
         116.13              2         461.79
         118.06              2         634.26
         129.69              2         526.61
         127.64              2         310.36
         129.87              2         693.14
         133.46              2         822.44
         120.50              2         210.40
         127.67              2         665.32
         118.65              2         607.10
         120.26              2         488.57
         125.98              2         416.60
         134.94              2         441.35
         130.40              2         333.21
         117.07              2         444.13
