      #Soft_ZPE      #Soft_ZPE      #Soft_ZPE
 #Erot(HCl)cm-1             #J    #Speed(m/s)
         258.73              4         249.56
         193.39              4         462.32
         221.53              4         171.67
         195.32              4         344.11
         191.19              4         161.88
         186.15              4         182.66
         196.44              4         199.24
         234.01              4         551.95
         199.78              4         362.06
         252.85              4         322.62
         174.70              4         201.89
         201.28              4         335.87
         179.87              4         387.96
         195.43              4         517.42
         210.20              4         419.12
         241.31              4         433.31
         226.22              4         281.93
         187.44              4         340.55
         208.45              4         285.64
         210.32              4         295.02
         195.02              4         362.34
         184.79              4         296.45
         217.34              4         181.75
         185.12              4         354.05
         196.06              4         296.47
         176.54              4         314.66
         270.15              4         247.36
         171.09              4         307.25
         194.92              4         302.49
         293.91              4         105.30
         234.98              4         367.91
         214.31              4         358.01
         230.84              4         310.42
         199.54              4         250.84
         244.17              4         278.60
         181.41              4         162.68
         149.96              4         499.91
         258.58              4         403.31
         168.08              4         266.55
         253.57              4         315.07
         240.31              4         279.11
         173.62              4         142.39
         214.94              4         525.39
         265.07              4         468.74
         285.10              4         365.12
         281.58              4         179.15
         255.60              4         449.18
         204.97              4         518.88
         185.94              4         421.53
         223.78              4         352.70
         224.24              4         264.78
         224.12              4         351.78
         170.15              4         353.77
         207.75              4         401.11
         217.47              4         199.67
         170.19              4         300.54
         202.06              4         212.17
         148.60              4         378.66
         156.66              4         225.45
         170.96              4         252.35
         242.72              4         282.95
         241.08              4         367.87
         218.34              4         206.40
         233.37              4         230.66
         193.48              4         268.72
         239.21              4         564.54
         165.53              4         109.54
         220.38              4         319.79
         203.60              4         234.49
         261.67              4         369.17
         227.59              4         319.06
         185.11              4         287.89
         185.24              4         252.02
         156.17              4         177.88
         188.04              4         218.23
         188.48              4         355.78
         173.07              4         336.17
         228.81              4         265.61
         215.22              4         316.63
         254.06              4         229.08
         159.30              4         184.59
         170.42              4         247.83
         206.67              4         191.66
         248.62              4         390.61
         235.03              4         190.83
         187.98              4         323.92
         285.66              4         305.57
         178.25              4         268.78
         212.76              4         517.12
         180.98              4         272.40
         172.93              4         296.15
         218.41              4         250.76
         210.71              4         214.73
         207.00              4         242.34
         161.23              4         323.00
         198.36              4         311.52
         217.89              4         179.49
         187.86              4         296.02
         206.79              4         148.17
         198.80              4         253.50
         177.85              4         395.53
         181.39              4         280.03
         256.00              4         212.29
         242.38              4         247.53
         219.71              4         562.66
         215.05              4         386.28
         197.32              4         352.41
         193.09              4         186.24
         175.63              4         345.92
         233.63              4         157.31
         209.29              4         381.30
         144.77              4         261.93
         289.07              4         218.32
         248.76              4         147.56
         187.88              4         266.65
         251.02              4         543.27
         227.97              4         143.83
         228.63              4         307.69
         194.00              4         510.27
         173.80              4         236.89
         173.55              4         470.70
         164.85              4         495.63
         166.52              4         440.32
         220.07              4         511.82
         179.63              4         412.28
         240.87              4         118.48
         183.05              4         190.11
         205.83              4         195.67
         180.90              4         335.82
         159.11              4         330.90
         249.09              4         234.79
         189.26              4         566.47
         197.31              4         229.25
         246.15              4         310.46
         222.36              4         358.74
         182.17              4         336.85
         245.14              4         374.55
         206.83              4         366.70
         167.86              4         250.86
         162.60              4         561.50
         295.98              4         382.30
         210.97              4         287.16
         167.26              4         225.44
         248.79              4         266.97
         187.29              4         301.57
         201.36              4         456.77
         256.59              4         171.44
         269.28              4         445.97
         223.67              4         174.30
         184.15              4         219.19
         173.77              4         306.42
         236.72              4         189.59
         186.80              4         181.67
         254.01              4         359.24
         198.12              4         445.73
         203.44              4         302.63
         221.11              4         344.70
         197.15              4         207.05
         222.02              4         448.98
         200.35              4         346.56
         168.59              4         333.60
         144.73              4         347.57
         162.26              4         157.98
         235.94              4         425.39
         167.95              4         198.30
         260.75              4         309.35
         202.19              4         518.20
         163.64              4         251.30
         230.48              4         134.29
         150.69              4         155.27
         237.50              4         359.41
         183.08              4         378.84
         149.25              4         186.32
         247.33              4         227.17
         146.32              4         196.36
         173.77              4         159.82
         256.42              4         271.05
         238.44              4         238.07
         173.22              4         376.34
         195.50              4         262.95
         208.81              4         178.08
         267.19              4         312.58
         195.82              4         248.50
         146.10              4         135.30
         166.27              4         284.88
         203.34              4         235.16
         203.23              4         261.02
         233.50              4         234.11
         227.83              4         267.49
         221.01              4         265.35
         221.71              4         497.51
         214.52              4         543.53
         162.93              4         190.17
         270.27              4         298.73
         188.29              4         184.55
         188.38              4         272.76
         199.76              4         231.99
         182.68              4         543.36
         262.24              4         208.72
         180.42              4         401.66
         168.38              4         157.59
         238.58              4         303.31
         246.71              4         164.57
         166.33              4         175.16
         213.74              4         284.08
         220.03              4         170.71
         166.55              4         300.69
         211.16              4         427.89
         266.45              4         309.55
         140.84              4         330.77
         173.53              4         179.92
         189.33              4         277.49
         171.41              4         371.76
         221.68              4         554.57
         150.99              4         470.52
         272.09              4         252.05
         267.01              4         160.80
         189.82              4         269.67
         284.04              4         294.70
         202.94              4         302.50
         189.50              4         116.61
         170.52              4         194.80
         171.78              4         373.86
         188.70              4         353.60
         218.11              4         299.94
         173.43              4         448.66
         159.04              4         568.38
         229.92              4         601.32
         226.00              4         154.34
         214.20              4         201.08
         176.82              4         251.16
         225.50              4         331.38
         160.60              4         281.59
         194.64              4         276.65
         216.46              4         280.83
         192.44              4         167.26
         187.49              4         212.43
         184.58              4         267.19
         208.38              4         470.00
